Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.195777996034e+00,-1.316379186781e+03,8.510124235065e+02,-1.150465984724e+01,-1.333886042313e+03,8.815861119480e+02,-2.308881851205e+00,-1.750685553178e+01,3.057368844157e+01
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.325542155502e+01,-2.399610087932e+03,1.461201401987e+03,-1.356006989668e+01,-2.403827400706e+03,1.476463703457e+03,-3.046483416600e-01,-4.217312774774e+00,1.526230147035e+01
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.767319354683e+01,-2.237641274750e+03,1.302066988614e+03,-1.717540894363e+01,-2.237152074176e+03,1.311831393514e+03,4.977846032026e-01,4.892005737379e-01,9.764404900220e+00
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.399968488673e+01,-1.478645554298e+03,8.048002669114e+02,-1.335416422304e+01,-1.476755225760e+03,8.123388667584e+02,6.455206636877e-01,1.890328537377e+00,7.538599846957e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.292356238561e-01,-1.066219111639e+03,5.398781902001e+02,-1.626564613042e-01,-1.064308579591e+03,5.460729742726e+02,5.665791625519e-01,1.910532047754e+00,6.194784072465e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.064942083663e+01,-1.263156130579e+03,6.385483239035e+02,1.107198802681e+01,-1.261460108604e+03,6.439908825090e+02,4.225671901811e-01,1.696021974369e+00,5.442558605470e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.247027973301e+01,-1.688539464762e+03,8.565919863640e+02,1.287059318873e+01,-1.687422996440e+03,8.613608715020e+02,4.003134557267e-01,1.116468322255e+00,4.768885138073e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.345482268898e+00,-1.902750408882e+03,9.402000472174e+02,6.683945961825e+00,-1.901625335936e+03,9.448829075695e+02,3.384636929263e-01,1.125072946042e+00,4.682860352044e+00
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.959186492800e-01,-1.799706999921e+03,8.416805773926e+02,-7.168687781659e-01,-1.798735616668e+03,8.460292442301e+02,2.790498711141e-01,9.713832524524e-01,4.348666837444e+00
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.633207753188e+00,-1.565133155586e+03,6.826923671366e+02,-4.375153033852e+00,-1.564154027207e+03,6.868530824697e+02,2.580547193366e-01,9.791283783601e-01,4.160715333018e+00
"                  11",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.483691274229e+00,-1.417832384416e+03,5.917338263639e+02,-3.286126587450e+00,-1.416959455080e+03,5.957778809924e+02,1.975646867793e-01,8.729293353086e-01,4.044054628465e+00
"                  12",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.032294894042e+00,-1.419203553434e+03,5.944106514300e+02,-8.595730558444e-01,-1.418254818300e+03,5.982205044015e+02,1.727218381976e-01,9.487351340980e-01,3.809852971511e+00
"                  13",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.011890169257e+00,-1.489535354150e+03,6.346701766271e+02,-8.624131339279e-01,-1.488602104653e+03,6.383315018724e+02,1.494770353290e-01,9.332494977070e-01,3.661325245246e+00
"                  14",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.504778012659e+00,-1.530589311984e+03,6.509042298758e+02,-3.396349869280e+00,-1.529784955255e+03,6.545698953916e+02,1.084281433793e-01,8.043567290906e-01,3.665665515801e+00
"                  15",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.854353678406e+00,-1.510397612605e+03,6.284534153201e+02,-5.765892463261e+00,-1.509606775068e+03,6.319719912787e+02,8.846121514421e-02,7.908375378255e-01,3.518575958588e+00
"                  16",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.390752661418e+00,-1.461690227047e+03,5.926156093109e+02,-6.256322375515e+00,-1.460923635533e+03,5.960682853714e+02,1.344302859024e-01,7.665915134160e-01,3.452676060471e+00
"                  17",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.651659053001e+00,-1.431278311497e+03,5.723156180049e+02,-4.564973148444e+00,-1.430574989422e+03,5.755955690758e+02,8.668590455757e-02,7.033220750230e-01,3.279951070933e+00
"                  18",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.013499967329e+00,-1.433886860487e+03,5.738245584777e+02,-1.986295201642e+00,-1.433154156538e+03,5.770641150486e+02,2.720476568787e-02,7.327039486575e-01,3.239556570845e+00
"                  19",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.263959248356e-02,-1.452668137346e+03,5.842543132798e+02,-8.557970726648e-02,-1.451986485185e+03,5.874046466274e+02,-1.294011478292e-02,6.816521616197e-01,3.150333347537e+00
"                  20",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.007116593781e+00,-1.464682543153e+03,5.893761159128e+02,9.857684316913e-01,-1.463998645009e+03,5.925061186927e+02,-2.134816208977e-02,6.838981440183e-01,3.130002779865e+00
"                  21",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.864321521609e+00,-1.459123661185e+03,5.843503706109e+02,1.808010761689e+00,-1.458447598065e+03,5.874869046691e+02,-5.631075991999e-02,6.760631199048e-01,3.136534058189e+00
"                  22",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.499758054121e+00,-1.444695666457e+03,5.752514665451e+02,3.420780709767e+00,-1.444030186946e+03,5.783966360347e+02,-7.897734435424e-02,6.654795108958e-01,3.145169489635e+00
"                  23",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.200113315699e+00,-1.435036288894e+03,5.696268476276e+02,6.096740971768e+00,-1.434418808250e+03,5.726667440932e+02,-1.033723439311e-01,6.174806440185e-01,3.039896465573e+00
