Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.051109454955e+00,-5.851353589303e+02,3.784031543373e+02,-5.510695208934e+00,-5.963460274941e+02,3.980360394106e+02,-1.459585753979e+00,-1.121066856382e+01,1.963288507326e+01
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.856928360728e+00,-1.066061600610e+03,6.492302907154e+02,-6.026088090840e+00,-1.068745634494e+03,6.590914380815e+02,-1.691597301122e-01,-2.684033883862e+00,9.861147366146e+00
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.843068010060e+00,-9.941482057827e+02,5.785408507205e+02,-7.500858752049e+00,-9.939177432257e+02,5.851219350627e+02,3.422092580110e-01,2.304625569894e-01,6.581084342200e+00
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.180847535823e+00,-6.569854220650e+02,3.576178162063e+02,-5.773161084633e+00,-6.558317909395e+02,3.625865021845e+02,4.076864511902e-01,1.153631125548e+00,4.968685978221e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.590894070846e-01,-4.735772017267e+02,2.398144422245e+02,1.524645882244e-01,-4.722787186160e+02,2.440775333931e+02,4.115539953090e-01,1.298483110667e+00,4.263091168620e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.736886250667e+00,-5.608602329734e+02,2.835598272474e+02,5.078347676959e+00,-5.599474641874e+02,2.871882998157e+02,3.414614262921e-01,9.127687859866e-01,3.628472568328e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.399253160763e+00,-7.497707182823e+02,3.803827331337e+02,5.743805765245e+00,-7.489615515841e+02,3.838317447909e+02,3.445526044812e-01,8.091666981904e-01,3.449011657217e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.625654551808e+00,-8.449750793587e+02,4.174489447010e+02,2.910372156141e+00,-8.442963729604e+02,4.206311110059e+02,2.847176043326e-01,6.787063982992e-01,3.182166304889e+00
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.814388420584e-01,-7.990564103590e+02,3.736013982391e+02,-2.205979637034e-01,-7.982306862555e+02,3.766766567799e+02,2.608408783551e-01,8.257241034797e-01,3.075258540772e+00
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.828030857104e+00,-6.943934293555e+02,3.027995783732e+02,-1.593494849651e+00,-6.936070478404e+02,3.056878768445e+02,2.345360074527e-01,7.863815151182e-01,2.888298471317e+00
"                  11",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.142505814693e+00,-6.284814819593e+02,2.622562421157e+02,-9.264249309484e-01,-6.276805956565e+02,2.650761746854e+02,2.160808837443e-01,8.008863028304e-01,2.819932569697e+00
"                  12",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.770618001047e-03,-6.286637612830e+02,2.633207705872e+02,1.762715775570e-01,-6.279363534903e+02,2.660852984862e+02,1.860421955581e-01,7.274077926610e-01,2.764527898968e+00
"                  13",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.432669680081e-02,-6.596684063025e+02,2.810833667822e+02,5.244026582684e-02,-6.591517795454e+02,2.836214715028e+02,1.167669626276e-01,5.166267570836e-01,2.538104720630e+00
"                  14",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.276084480443e+00,-6.776325854120e+02,2.881664851475e+02,-1.188642885661e+00,-6.770926799674e+02,2.906004511270e+02,8.744159478139e-02,5.399054446216e-01,2.433965979550e+00
