Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-9.936806658380e-01,-1.460870637415e+02,9.459949746540e+01,-1.696812228646e+00,-1.514763430293e+02,1.040142622773e+02,-7.031315628076e-01,-5.389279287812e+00,9.414764811869e+00
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.440008994706e+00,-2.662302716014e+02,1.622579907809e+02,-1.458293909548e+00,-2.674981552723e+02,1.673486032856e+02,-1.828491484209e-02,-1.267883670891e+00,5.090612504742e+00
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.946493826959e+00,-2.485035526494e+02,1.447257259178e+02,-1.717202551947e+00,-2.483099302119e+02,1.480318121873e+02,2.292912750116e-01,1.936224375185e-01,3.306086269465e+00
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.532374498499e+00,-1.642855159854e+02,8.947847298794e+01,-1.249447302521e+00,-1.637029355563e+02,9.210555583405e+01,2.829271959787e-01,5.825804291290e-01,2.627082846106e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.900759479588e-02,-1.182731944932e+02,5.991047362383e+01,2.455937325013e-01,-1.177414737595e+02,6.217637324748e+01,2.846013272972e-01,5.317207337108e-01,2.265899623652e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.215392123096e+00,-1.398939027685e+02,7.075145927028e+01,1.455717463220e+00,-1.393715840033e+02,7.279176814694e+01,2.403253401233e-01,5.223187651875e-01,2.040308876654e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.373673458094e+00,-1.869898904048e+02,9.492512592091e+01,1.587501138612e+00,-1.865348786876e+02,9.685150241498e+01,2.138276805186e-01,4.550117171795e-01,1.926376494067e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.109334897346e-01,-2.107455034615e+02,1.041827815102e+02,8.975298989393e-01,-2.103844299967e+02,1.059186500275e+02,1.865964092047e-01,3.610734648460e-01,1.735868517301e+00
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.009093697705e-02,-1.991324954494e+02,9.312976551520e+01,1.497031786299e-01,-1.987178025606e+02,9.483163018712e+01,1.697941156070e-01,4.146928888208e-01,1.701864671918e+00
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.899134664099e-01,-1.727554669126e+02,7.534740050722e+01,-1.574666838228e-01,-1.724585664916e+02,7.698266771798e+01,1.324467825870e-01,2.969004210525e-01,1.635267210756e+00
