Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.448724275517e-01,-3.659797890718e+01,2.372006330385e+01,-5.687030305822e-01,-3.926812683545e+01,2.843277198717e+01,-3.238306030305e-01,-2.670147928266e+00,4.712708683320e+00
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.535447850839e-01,-6.660438589125e+01,4.060083830791e+01,-3.330181987501e-01,-6.724880436706e+01,4.314817412001e+01,2.052658633375e-02,-6.444184758098e-01,2.547335812103e+00
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.764293986492e-01,-6.213687075055e+01,3.620768960096e+01,-3.061055628999e-01,-6.202860662437e+01,3.795858999270e+01,1.703238357493e-01,1.082641261841e-01,1.750900391735e+00
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.690617182177e-01,-4.102631002141e+01,2.236552885411e+01,-1.950911315996e-01,-4.071613680353e+01,2.373769014484e+01,1.739705866181e-01,3.101732178825e-01,1.372161290721e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.470750479732e-03,-2.946732521104e+01,1.493091856062e+01,1.581453795981e-01,-2.917232705254e+01,1.605048678488e+01,1.516746291184e-01,2.949981584956e-01,1.119568224263e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.161852335600e-01,-3.482853450332e+01,1.760793488169e+01,4.684120369575e-01,-3.457938103622e+01,1.877604862129e+01,1.522268033975e-01,2.491534670996e-01,1.168113739597e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.542854430824e-01,-4.658884338181e+01,2.364035930760e+01,4.729739688829e-01,-4.641099690221e+01,2.467792382358e+01,1.186885258005e-01,1.778464795944e-01,1.037564515985e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.970907932970e-01,-5.252783547150e+01,2.595218331066e+01,2.804453463512e-01,-5.231869416025e+01,2.692102751920e+01,8.335455305420e-02,2.091413112552e-01,9.688442085420e-01
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.265788278735e-02,-4.955354855922e+01,2.316444601064e+01,1.082378649425e-01,-4.934434357554e+01,2.402384190954e+01,7.557998215515e-02,2.092049836733e-01,8.593958988989e-01
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.003848812382e-02,-4.285647502942e+01,1.868693620327e+01,4.861088717214e-02,-4.266223559339e+01,1.948531549447e+01,5.864937529596e-02,1.942394360249e-01,7.983792911926e-01
