Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.255681619060e+01,-1.791664746484e+03,1.158165164426e+03,-1.527116439175e+01,-1.812381612017e+03,1.194558233046e+03,-2.714348201147e+00,-2.071686553309e+01,3.639306862019e+01
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.810712056706e+01,-3.266230778306e+03,1.988839892412e+03,-1.847010680652e+01,-3.271248990719e+03,2.007101128951e+03,-3.629862394629e-01,-5.018212413048e+00,1.826123653899e+01
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.408796885421e+01,-3.045767194365e+03,1.772270802402e+03,-2.355444101681e+01,-3.045195974279e+03,1.783635599584e+03,5.335278373990e-01,5.712200853002e-01,1.136479718264e+01
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.908924785982e+01,-2.012770871339e+03,1.095514521235e+03,-1.833785385986e+01,-2.010437010866e+03,1.104301739230e+03,7.513939999580e-01,2.333860472897e+00,8.787217994782e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.058595022558e+00,-1.451638374511e+03,7.350546444571e+02,-3.735291174391e-01,-1.449235711771e+03,7.423908181294e+02,6.850659051193e-01,2.402662740136e+00,7.336173672314e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.444642673156e+01,-1.720009583052e+03,8.695089607841e+02,1.499876537098e+01,-1.718245370390e+03,8.757444380243e+02,5.523386394207e-01,1.764212662784e+00,6.235477240140e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.715746541068e+01,-2.299050099653e+03,1.166348776115e+03,1.763448699498e+01,-2.297468458927e+03,1.172136588890e+03,4.770215842987e-01,1.581640726611e+00,5.787812775069e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.562596848326e+00,-2.590572706395e+03,1.280001675356e+03,8.920281456255e+00,-2.589373329373e+03,1.285294785533e+03,3.576846079287e-01,1.199377021767e+00,5.293110176322e+00
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.603492241057e+00,-2.450233758740e+03,1.145896106694e+03,-1.324299213523e+00,-2.449025132212e+03,1.150948586933e+03,2.791930275344e-01,1.208626527598e+00,5.052480239484e+00
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.726944674483e+00,-2.131102259372e+03,9.296991541862e+02,-6.544576036665e+00,-2.130035298854e+03,9.344685683380e+02,1.823686378176e-01,1.066960517861e+00,4.769414151754e+00
"                  11",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.223286621176e+00,-1.930986650679e+03,8.060710918996e+02,-5.007090423393e+00,-1.929828932694e+03,8.106957203564e+02,2.161961977829e-01,1.157717984254e+00,4.624628456809e+00
"                  12",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.916856714550e+00,-1.933398003528e+03,8.098905802046e+02,-1.767369273749e+00,-1.932456112775e+03,8.142381345880e+02,1.494874408015e-01,9.418907532183e-01,4.347554383319e+00
"                  13",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.852400768844e+00,-2.029510280864e+03,8.647651311868e+02,-1.685466437536e+00,-2.028535948886e+03,8.691170499187e+02,1.669343313073e-01,9.743319783177e-01,4.351918731950e+00
"                  14",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.135082987870e+00,-2.085663258087e+03,8.869662428486e+02,-4.989554411344e+00,-2.084667809139e+03,8.910577459011e+02,1.455285765265e-01,9.954489479884e-01,4.091503052483e+00
"                  15",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.228964114660e+00,-2.058416129997e+03,8.564752105213e+02,-8.116790511901e+00,-2.057467907116e+03,8.605034011027e+02,1.121736027590e-01,9.482228813459e-01,4.028190581472e+00
"                  16",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.910429689306e+00,-1.992110913126e+03,8.077122028669e+02,-8.846717526241e+00,-1.991268140700e+03,8.116581117253e+02,6.371216306483e-02,8.427724259415e-01,3.945908858427e+00
"                  17",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.560379220557e+00,-1.950651532974e+03,7.800526280246e+02,-6.520451179842e+00,-1.949826555149e+03,7.838284675472e+02,3.992804071478e-02,8.249778253905e-01,3.775839522556e+00
"                  18",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.041277981990e+00,-1.954319343943e+03,7.821962953704e+02,-2.970319117522e+00,-1.953466264498e+03,7.859660786964e+02,7.095886446890e-02,8.530794447219e-01,3.769783325962e+00
