Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.745608283096e+01,-1.801841026028e+03,-1.683942287644e+03,8.002264073525e+01,-1.795615992339e+03,-1.701494850347e+03,1.256655790429e+01,6.225033688871e+00,-1.755256270322e+01
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.320402426890e+01,-3.200649726019e+03,-2.680206685325e+03,8.755204121576e+01,-3.196461541533e+03,-2.690497431074e+03,4.348016946857e+00,4.188184486729e+00,-1.029074574940e+01
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.046773049802e+02,-2.835496472915e+03,-1.895708590237e+03,1.064934322427e+02,-2.832770028103e+03,-1.902353811416e+03,1.816127262501e+00,2.726444812337e+00,-6.645221179231e+00
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.018584058738e+02,-1.665414766219e+03,-5.302122834675e+02,1.028832288093e+02,-1.663221549218e+03,-5.351136866721e+02,1.024822935525e+00,2.193217000044e+00,-4.901403204695e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.225093557238e+01,-1.149839727601e+03,-4.551286424161e+01,3.282988478405e+01,-1.147927118200e+03,-4.959312378737e+01,5.789492116697e-01,1.912609401360e+00,-4.080259545764e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.957505930347e+01,-1.729775117123e+03,-7.115599016133e+02,-8.917910586343e+01,-1.728121395225e+03,-7.153767539981e+02,3.959534400436e-01,1.653721897914e+00,-3.816852384809e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.895896227867e+02,-2.711961565834e+03,-1.657701854354e+03,-1.890957443940e+02,-2.710402892897e+03,-1.661072742282e+03,4.938783927225e-01,1.558672936981e+00,-3.370887928790e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.321101097713e+02,-3.313356697006e+03,-2.056469057067e+03,-2.316918858833e+02,-3.311904161852e+03,-2.059793643810e+03,4.182238879212e-01,1.452535153869e+00,-3.324586742334e+00
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.377694308125e+02,-3.295698823905e+03,-1.794300212506e+03,-2.375492913012e+02,-3.294629560696e+03,-1.797572062093e+03,2.201395113025e-01,1.069263209352e+00,-3.271849587092e+00
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.490975166407e+02,-3.015357519467e+03,-1.386152803711e+03,-2.489119205654e+02,-3.014341176301e+03,-1.389394979395e+03,1.855960752177e-01,1.016343165406e+00,-3.242175684696e+00
