Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.319246558924e+01,-1.153047933937e+03,-1.077709987846e+03,5.297711563575e+01,-1.148237433627e+03,-1.091475534252e+03,9.784650046511e+00,4.810500309717e+00,-1.376554640608e+01
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.327865345826e+01,-2.047997889377e+03,-1.714701054522e+03,5.658811606335e+01,-2.044837014729e+03,-1.722610560301e+03,3.309462605090e+00,3.160874647980e+00,-7.909505778856e+00
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.703991737002e+01,-1.814108711046e+03,-1.212270951731e+03,6.844194243507e+01,-1.812042641245e+03,-1.217396033779e+03,1.402025065047e+00,2.066069801253e+00,-5.125082048128e+00
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.520887697572e+01,-1.065243402945e+03,-3.384568572245e+02,6.584582070637e+01,-1.063567499109e+03,-3.424406830785e+02,6.369437306537e-01,1.675903835828e+00,-3.983825853962e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.059402452123e+01,-7.352459773096e+02,-2.828414487964e+01,2.102297338123e+01,-7.337885597463e+02,-3.155625402925e+01,4.289488599953e-01,1.457417563248e+00,-3.272109149608e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.751941911062e+01,-1.106168502260e+03,-4.543428470245e+02,-5.717671621789e+01,-1.104855479590e+03,-4.574525129078e+02,3.427028927254e-01,1.313022670526e+00,-3.109665883330e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.214246881535e+02,-1.734750678016e+03,-1.059647291803e+03,-1.209772862381e+02,-1.733457358912e+03,-1.062366394756e+03,4.474019153696e-01,1.293319104479e+00,-2.719102953354e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.485120355872e+02,-2.119836855759e+03,-1.315371157312e+03,-1.481698383041e+02,-2.118780867099e+03,-1.318005993065e+03,3.421972831767e-01,1.055988659856e+00,-2.634835753390e+00
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.521924166339e+02,-2.108594802788e+03,-1.147899193454e+03,-1.521412368662e+02,-2.107702553235e+03,-1.150611104884e+03,5.117976775419e-02,8.922495524014e-01,-2.711911430174e+00
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.595764098285e+02,-1.929249849346e+03,-8.867508162447e+02,-1.595179796588e+02,-1.928507879669e+03,-8.894210122678e+02,5.843016966249e-02,7.419696769680e-01,-2.670196023031e+00
"                  11",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.872728971756e+02,-1.847455322049e+03,-8.125687332614e+02,-1.872103829044e+02,-1.846740907559e+03,-8.151934979517e+02,6.251427113226e-02,7.144144898157e-01,-2.624764690263e+00
