Time (s),POROUS_FORCE_X,POROUS_FORCE_Y,POROUS_FORCE_Z,PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.465122180693e+01,-1.459416162436e+03,-1.363984394473e+03,6.581941263582e+01,-1.453915910659e+03,-1.379650263673e+03,1.116819082888e+01,5.500251777920e+00,-1.566586920080e+01
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.740762143690e+01,-2.592275712727e+03,-2.170575019192e+03,7.125400146976e+01,-2.588650267584e+03,-2.179639053574e+03,3.846380032860e+00,3.625445143477e+00,-9.064034381853e+00
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.481038675636e+01,-2.296389630313e+03,-1.534930213565e+03,8.635431366120e+01,-2.294032148278e+03,-1.540807657043e+03,1.543926904842e+00,2.357482034920e+00,-5.877443477849e+00
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.251169480724e+01,-1.348620291176e+03,-4.289451032223e+02,8.331141265132e+01,-1.346719366079e+03,-4.333722361230e+02,7.997178440818e-01,1.900925096912e+00,-4.427132900710e+00
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.609277006471e+01,-9.309976286755e+02,-3.637461200128e+01,2.661007692651e+01,-9.292940580348e+02,-4.005199924892e+01,5.173068617980e-01,1.703570640700e+00,-3.677387247637e+00
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.272015287045e+01,-1.400505720583e+03,-5.756377276096e+02,-7.230716989239e+01,-1.399009504439e+03,-5.790810962747e+02,4.129829780541e-01,1.496216144252e+00,-3.443368665080e+00
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.536632877170e+02,-2.196046152329e+03,-1.341889940198e+03,-1.532073840664e+02,-2.194593498526e+03,-1.344941211453e+03,4.559036506333e-01,1.452653803109e+00,-3.051271255349e+00
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.879630825546e+02,-2.683381450850e+03,-1.665235589918e+03,-1.876014673702e+02,-2.682164100472e+03,-1.668174374027e+03,3.616151844051e-01,1.217350378546e+00,-2.938784108966e+00
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.925561718767e+02,-2.669091633705e+03,-1.453067606155e+03,-1.923397703787e+02,-2.668093788926e+03,-1.456037551342e+03,2.164014980214e-01,9.978447789796e-01,-2.969945186451e+00
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.018269070601e+02,-2.442135478218e+03,-1.122647838399e+03,-2.018255093780e+02,-2.441256909373e+03,-1.125661333607e+03,1.397682096314e-03,8.785688457192e-01,-3.013495207826e+00
"                  11",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.368788554657e+02,-2.338663201186e+03,-1.028854192958e+03,-2.368355360798e+02,-2.337896720532e+03,-1.031865596085e+03,4.331938588056e-02,7.664806542444e-01,-3.011403126244e+00
"                  12",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.878737172817e+02,-2.452467423360e+03,-1.192960466334e+03,-2.877934049393e+02,-2.451754517329e+03,-1.195871718249e+03,8.031234237510e-02,7.129060309323e-01,-2.911251914718e+00
"                  13",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.324009274777e+02,-2.653686545525e+03,-1.395744821498e+03,-3.322855352371e+02,-2.652937458712e+03,-1.398606264014e+03,1.153922406033e-01,7.490868138422e-01,-2.861442516162e+00
"                  14",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.573045681988e+02,-2.780892977061e+03,-1.453395392605e+03,-3.571913993370e+02,-2.780103122006e+03,-1.456169490058e+03,1.131688618321e-01,7.898550543533e-01,-2.774097452916e+00
"                  15",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.669934948048e+02,-2.783251467651e+03,-1.361282895449e+03,-3.668765080095e+02,-2.782562567384e+03,-1.364001793316e+03,1.169867952649e-01,6.889002676068e-01,-2.718897867138e+00
"                  16",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.746674127667e+02,-2.722336849380e+03,-1.235652124682e+03,-3.745371170106e+02,-2.721614027052e+03,-1.238351909965e+03,1.302957561447e-01,7.228223286944e-01,-2.699785282981e+00
"                  17",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.891271371464e+02,-2.685840575701e+03,-1.178780818543e+03,-3.890379306271e+02,-2.685175175031e+03,-1.181468711430e+03,8.920651927085e-02,6.654006700826e-01,-2.687892887583e+00
