Time (s),FORCE_COEFFICIENT_CD,FORCE_COEFFICIENT_CL,FORCE_COEFFICIENT_CLF,FORCE_COEFFICIENT_CLR,FORCE_COEFFICIENT_CM
"                 565",-1.137365648128e-01,-1.859118491941e-01,-8.217128421457e-02,-1.037405649795e-01,1.078464038248e-02
"                 566",-1.140104440382e-01,-1.861678645290e-01,-8.225452213706e-02,-1.039133423919e-01,1.082941012743e-02
"                 567",-1.141626188075e-01,-1.863247224187e-01,-8.229073873708e-02,-1.040339836816e-01,1.087162247228e-02
"                 568",-1.143688214633e-01,-1.863801199355e-01,-8.226271142312e-02,-1.041174085124e-01,1.092734854463e-02
"                 569",-1.145819082830e-01,-1.864629577627e-01,-8.224564953646e-02,-1.042173082262e-01,1.098582934489e-02
"                 570",-1.148130060947e-01,-1.865036731384e-01,-8.221373356567e-02,-1.042899395727e-01,1.103810300351e-02
"                 571",-1.149733638980e-01,-1.865402417296e-01,-8.217850087286e-02,-1.043617408567e-01,1.109161999195e-02
"                 572",-1.150936437179e-01,-1.864939331386e-01,-8.209842515235e-02,-1.043955079863e-01,1.114854141697e-02
"                 573",-1.151330940164e-01,-1.864166457338e-01,-8.200015600783e-02,-1.044164897260e-01,1.120816685907e-02
"                 574",-1.152264551751e-01,-1.863648287078e-01,-8.192015251274e-02,-1.044446761951e-01,1.126226184117e-02
"                 575",-1.152716737421e-01,-1.862758243571e-01,-8.182672681057e-02,-1.044490975465e-01,1.131118536798e-02
"                 576",-1.151435837033e-01,-1.860647755616e-01,-8.170403688832e-02,-1.043607386733e-01,1.132835089249e-02
"                 577",-1.150237893262e-01,-1.858636192184e-01,-8.158048817042e-02,-1.042831310479e-01,1.135132143875e-02
"                 578",-1.149760565956e-01,-1.857245024668e-01,-8.148228070061e-02,-1.042422217662e-01,1.137997053278e-02
"                 579",-1.150492848532e-01,-1.856999825339e-01,-8.141875352991e-02,-1.042812290040e-01,1.143123773704e-02
"                 580",-1.152356572956e-01,-1.857530758881e-01,-8.139010607123e-02,-1.043629698168e-01,1.148643187280e-02
"                 581",-1.154366637201e-01,-1.857952322848e-01,-8.134282363423e-02,-1.044524086506e-01,1.155479250817e-02
"                 582",-1.154503916985e-01,-1.857178252929e-01,-8.126807318091e-02,-1.044497521120e-01,1.159083946554e-02
"                 583",-1.154184261444e-01,-1.856135589897e-01,-8.118204021794e-02,-1.044315187718e-01,1.162473927692e-02
"                 584",-1.153266208012e-01,-1.854954962098e-01,-8.110854501097e-02,-1.043869511988e-01,1.163920309393e-02
"                 585",-1.151820788921e-01,-1.854069372851e-01,-8.105946013666e-02,-1.043474771484e-01,1.164400850588e-02
"                 586",-1.149052361753e-01,-1.853203233494e-01,-8.103567490740e-02,-1.042846484420e-01,1.162448676729e-02
"                 587",-1.144211954515e-01,-1.852092879216e-01,-8.102513788978e-02,-1.041841500319e-01,1.157950607105e-02
"                 588",-1.136662352259e-01,-1.850696189340e-01,-8.104776337160e-02,-1.040218555624e-01,1.148704609540e-02
"                 589",-1.128349595814e-01,-1.849117310017e-01,-8.107171085149e-02,-1.038400201502e-01,1.138415464935e-02
"                 590",-1.122864566290e-01,-1.847662324746e-01,-8.107269429053e-02,-1.036935381841e-01,1.131042194678e-02
"                 591",-1.117875765333e-01,-1.846120272756e-01,-8.105616795672e-02,-1.035558593189e-01,1.124984568107e-02
"                 592",-1.112717201873e-01,-1.844626162743e-01,-8.105742957210e-02,-1.034051867022e-01,1.117387856503e-02
"                 593",-1.106015224543e-01,-1.842941727014e-01,-8.106381529634e-02,-1.032303574050e-01,1.108327105435e-02
"                 594",-1.100467018129e-01,-1.841331055791e-01,-8.106470891952e-02,-1.030683966596e-01,1.100184387003e-02
"                 595",-1.096950733585e-01,-1.839670285361e-01,-8.103607204496e-02,-1.029309564912e-01,1.094744222311e-02
"                 596",-1.097029957088e-01,-1.838210782735e-01,-8.097901335840e-02,-1.028420649151e-01,1.093152577837e-02
"                 597",-1.097429473030e-01,-1.836758263831e-01,-8.091661339277e-02,-1.027592129903e-01,1.092129979878e-02
"                 598",-1.095463192403e-01,-1.834951069698e-01,-8.086898400725e-02,-1.026261229625e-01,1.087856947765e-02
"                 599",-1.093257073013e-01,-1.832830313433e-01,-8.078856745580e-02,-1.024944638875e-01,1.085294821583e-02
"                 600",-1.093037862899e-01,-1.830909797376e-01,-8.069018065093e-02,-1.024007990867e-01,1.085530921788e-02
"                 601",-1.094939337375e-01,-1.829610761744e-01,-8.059157000954e-02,-1.023695061648e-01,1.088896807765e-02
"                 602",-1.097615861235e-01,-1.828218731406e-01,-8.048438914963e-02,-1.023374839909e-01,1.092654742066e-02
"                 603",-1.100020760160e-01,-1.826702729548e-01,-8.036161446167e-02,-1.023086584931e-01,1.097352201574e-02
"                 604",-1.101666484766e-01,-1.824776108088e-01,-8.022628820402e-02,-1.022513226048e-01,1.101251720038e-02
"                 605",-1.103433477317e-01,-1.824135355409e-01,-8.015237268710e-02,-1.022611628538e-01,1.105439508333e-02
"                 606",-1.105099398383e-01,-1.825168244175e-01,-8.018671366816e-02,-1.023301107494e-01,1.107169854061e-02
"                 607",-1.106391926014e-01,-1.827773062474e-01,-8.030484647573e-02,-1.024724597716e-01,1.108380664795e-02
"                 608",-1.108453448528e-01,-1.831234225994e-01,-8.045935817304e-02,-1.026640644263e-01,1.110235312663e-02
"                 609",-1.110815022797e-01,-1.834429045637e-01,-8.059200643270e-02,-1.028508981310e-01,1.112944584913e-02
"                 610",-1.114261137724e-01,-1.837295890343e-01,-8.069458291863e-02,-1.030350061156e-01,1.117021159851e-02
"                 611",-1.116850831116e-01,-1.839541572212e-01,-8.076706427539e-02,-1.031870929458e-01,1.121001433522e-02
"                 612",-1.118706822256e-01,-1.841755585975e-01,-8.085139824158e-02,-1.033241603560e-01,1.123638105719e-02
"                 613",-1.119353307730e-01,-1.844510115943e-01,-8.097327754868e-02,-1.034777340456e-01,1.125222824846e-02
"                 614",-1.118243669352e-01,-1.847115132779e-01,-8.111222185166e-02,-1.035992914263e-01,1.124353478730e-02
"                 615",-1.115989553832e-01,-1.848940988504e-01,-8.121837703231e-02,-1.036757218181e-01,1.122867239288e-02
"                 616",-1.113409016768e-01,-1.849667021714e-01,-8.127493535668e-02,-1.036917668147e-01,1.120841572903e-02
"                 617",-1.110864996210e-01,-1.850431583073e-01,-8.132477204076e-02,-1.037183862666e-01,1.119680711290e-02
"                 618",-1.109078126487e-01,-1.852310503728e-01,-8.143551489829e-02,-1.037955354745e-01,1.118001028812e-02
"                 619",-1.106644837351e-01,-1.854004752337e-01,-8.154269204665e-02,-1.038577831870e-01,1.115754557018e-02
"                 620",-1.102983436929e-01,-1.854757222886e-01,-8.162569459793e-02,-1.038500276907e-01,1.111216654637e-02
"                 621",-1.098360896194e-01,-1.854196723179e-01,-8.164157131580e-02,-1.037781010021e-01,1.106826484314e-02
"                 622",-1.094683867748e-01,-1.853093844213e-01,-8.161305706557e-02,-1.036963273558e-01,1.104163514509e-02
"                 623",-1.092270029397e-01,-1.852777201510e-01,-8.159421197536e-02,-1.036835081757e-01,1.104464810016e-02
"                 624",-1.091695829799e-01,-1.853855916405e-01,-8.164070069619e-02,-1.037448909443e-01,1.105209512406e-02
"                 625",-1.092291220410e-01,-1.856482671466e-01,-8.175824227356e-02,-1.038900248731e-01,1.106589129975e-02
"                 626",-1.094676405322e-01,-1.858820354953e-01,-8.185393864868e-02,-1.040280968466e-01,1.108707909895e-02
"                 627",-1.096441170512e-01,-1.860336339258e-01,-8.192250915074e-02,-1.041111247751e-01,1.109430781218e-02
"                 628",-1.098587344359e-01,-1.861275270815e-01,-8.198007249209e-02,-1.041474545894e-01,1.108369104866e-02
"                 629",-1.101121402181e-01,-1.862394818815e-01,-8.203872573403e-02,-1.042007561475e-01,1.108101520673e-02
"                 630",-1.105865164746e-01,-1.864477100797e-01,-8.213236540237e-02,-1.043153446774e-01,1.109148963750e-02
"                 631",-1.110431337861e-01,-1.867231163492e-01,-8.226424432174e-02,-1.044588720275e-01,1.109731385288e-02
"                 632",-1.115233502766e-01,-1.869909684613e-01,-8.240340755732e-02,-1.045875609040e-01,1.109207667335e-02
"                 633",-1.120292838521e-01,-1.872733663821e-01,-8.254534480994e-02,-1.047280215722e-01,1.109133838111e-02
"                 634",-1.125192822603e-01,-1.874881440789e-01,-8.265077692111e-02,-1.048373671578e-01,1.109329511836e-02
"                 635",-1.127554894099e-01,-1.875761493022e-01,-8.270612097399e-02,-1.048700283282e-01,1.108195367711e-02
"                 636",-1.127378090879e-01,-1.875743517474e-01,-8.275704539742e-02,-1.048173063500e-01,1.103013047628e-02
"                 637",-1.127704395376e-01,-1.876746345015e-01,-8.284764047662e-02,-1.048269940249e-01,1.098967677415e-02
"                 638",-1.129087639953e-01,-1.878813023458e-01,-8.297898460868e-02,-1.049023177371e-01,1.096166656421e-02
"                 639",-1.130733040039e-01,-1.879793609861e-01,-8.303437380824e-02,-1.049449871778e-01,1.095530668479e-02
"                 640",-1.131760852127e-01,-1.878144118394e-01,-8.295055223776e-02,-1.048638596016e-01,1.095665368194e-02
"                 641",-1.130575952458e-01,-1.874286549222e-01,-8.276295649504e-02,-1.046656984272e-01,1.095137096606e-02
"                 642",-1.127894778955e-01,-1.869983523885e-01,-8.257924780715e-02,-1.044191045813e-01,1.091992838708e-02
"                 643",-1.124793929393e-01,-1.867483256643e-01,-8.248841468577e-02,-1.042599109786e-01,1.088574814639e-02
"                 644",-1.122764604371e-01,-1.866278754874e-01,-8.244546782980e-02,-1.041824076576e-01,1.086846991392e-02
"                 645",-1.121696257346e-01,-1.864423699036e-01,-8.232868282702e-02,-1.041136870766e-01,1.089250212479e-02
"                 646",-1.120418103862e-01,-1.862382520949e-01,-8.219868864316e-02,-1.040395634518e-01,1.092043740429e-02
"                 647",-1.119354192505e-01,-1.861278425755e-01,-8.210754128078e-02,-1.040203012947e-01,1.095638000696e-02
"                 648",-1.119198480452e-01,-1.861050917949e-01,-8.206382119095e-02,-1.040412706040e-01,1.098872470652e-02
"                 649",-1.117608103417e-01,-1.860140586943e-01,-8.199295047335e-02,-1.040211082209e-01,1.101407887378e-02
"                 650",-1.114750724235e-01,-1.857908895422e-01,-8.186748977162e-02,-1.039233997706e-01,1.102795499947e-02
"                 651",-1.110536162360e-01,-1.854858598144e-01,-8.169643881279e-02,-1.037894210016e-01,1.104649109440e-02
"                 652",-1.106857422283e-01,-1.852904411329e-01,-8.158233282003e-02,-1.037081083129e-01,1.106288774641e-02
"                 653",-1.104362316433e-01,-1.852005624376e-01,-8.150771138839e-02,-1.036928510492e-01,1.109256983042e-02
"                 654",-1.103448715099e-01,-1.852220023373e-01,-8.150060193098e-02,-1.037214004063e-01,1.111039923767e-02
"                 655",-1.103359158665e-01,-1.853304985084e-01,-8.154842102349e-02,-1.037820774849e-01,1.111682823069e-02
"                 656",-1.101610235264e-01,-1.853993100705e-01,-8.161976011101e-02,-1.037795499595e-01,1.107989492426e-02
"                 657",-1.097701755687e-01,-1.853683359675e-01,-8.167237506075e-02,-1.036959609068e-01,1.101179292302e-02
"                 658",-1.095072272918e-01,-1.853910317255e-01,-8.175092072376e-02,-1.036401110017e-01,1.094459513897e-02
"                 659",-1.095007841745e-01,-1.854573065162e-01,-8.181345606253e-02,-1.036438504536e-01,1.091519719555e-02
"                 660",-1.096330019614e-01,-1.855951241361e-01,-8.191066402890e-02,-1.036844601072e-01,1.088689803917e-02
"                 661",-1.096220372505e-01,-1.856642588080e-01,-8.199048883317e-02,-1.036737699748e-01,1.084164057081e-02
"                 662",-1.096008478934e-01,-1.856390620771e-01,-8.202927527070e-02,-1.036097868064e-01,1.079025576787e-02
"                 663",-1.098669432659e-01,-1.856598714487e-01,-8.203650759499e-02,-1.036233638537e-01,1.079342812937e-02
"                 664",-1.104358912644e-01,-1.857705314032e-01,-8.204833850178e-02,-1.037221929014e-01,1.083692719981e-02
"                 665",-1.111123293384e-01,-1.859691826095e-01,-8.208855721699e-02,-1.038806253925e-01,1.089603408776e-02
"                 666",-1.118479160772e-01,-1.861475347747e-01,-8.211651196336e-02,-1.040310228113e-01,1.095725542397e-02
"                 667",-1.123675678494e-01,-1.862980400553e-01,-8.215215538829e-02,-1.041458846670e-01,1.099686463936e-02
"                 668",-1.125963576149e-01,-1.864244091379e-01,-8.222410346548e-02,-1.042003056724e-01,1.098810110348e-02
"                 669",-1.126338007955e-01,-1.865762182537e-01,-8.232566476720e-02,-1.042505534865e-01,1.096244435964e-02
"                 670",-1.126752795256e-01,-1.867819918255e-01,-8.245462860939e-02,-1.043273632161e-01,1.093636730337e-02
"                 671",-1.128422850374e-01,-1.870191752487e-01,-8.255144991680e-02,-1.044677253319e-01,1.095813770755e-02
"                 672",-1.130566876458e-01,-1.872247526248e-01,-8.261355199215e-02,-1.046112006327e-01,1.099882432025e-02
"                 673",-1.129798535225e-01,-1.872493622837e-01,-8.258989195232e-02,-1.046594703314e-01,1.103478918953e-02
"                 674",-1.127546682021e-01,-1.871749018688e-01,-8.252520610206e-02,-1.046496957667e-01,1.106224483232e-02
"                 675",-1.124115614975e-01,-1.870026139628e-01,-8.240498731138e-02,-1.045976266514e-01,1.109631967001e-02
"                 676",-1.121764723900e-01,-1.868749018883e-01,-8.229274898913e-02,-1.045821528992e-01,1.114470195502e-02
"                 677",-1.118981000659e-01,-1.868387917842e-01,-8.222443726198e-02,-1.046143545222e-01,1.119495863010e-02
"                 678",-1.115486532550e-01,-1.868907232901e-01,-8.221927317524e-02,-1.046714501149e-01,1.122608846982e-02
"                 679",-1.111123474058e-01,-1.869902650435e-01,-8.225064885063e-02,-1.047396161929e-01,1.124448367113e-02
"                 680",-1.107800187812e-01,-1.870503409677e-01,-8.226683203954e-02,-1.047835089281e-01,1.125833844430e-02
"                 681",-1.104478363664e-01,-1.870638322274e-01,-8.226049624104e-02,-1.048033359864e-01,1.127141987268e-02
"                 682",-1.101074040731e-01,-1.870222934663e-01,-8.224365385677e-02,-1.047786396095e-01,1.126749287636e-02
"                 683",-1.097969284839e-01,-1.870449796588e-01,-8.226912814455e-02,-1.047758515142e-01,1.125336168485e-02
"                 684",-1.094687319730e-01,-1.870995741950e-01,-8.234588518766e-02,-1.047536890073e-01,1.120390190985e-02
"                 685",-1.091534665409e-01,-1.872434849664e-01,-8.248653334570e-02,-1.047569516207e-01,1.113520913748e-02
"                 686",-1.090698821533e-01,-1.874612735463e-01,-8.266983945687e-02,-1.047914340894e-01,1.106079731629e-02
"                 687",-1.091428328181e-01,-1.876586670909e-01,-8.282996673148e-02,-1.048287003594e-01,1.099936681397e-02
"                 688",-1.092899934041e-01,-1.877801835421e-01,-8.295079945348e-02,-1.048293840887e-01,1.093929231759e-02
"                 689",-1.094243755030e-01,-1.878459743251e-01,-8.304598428673e-02,-1.047999900384e-01,1.087700287582e-02
"                 690",-1.096318567352e-01,-1.879086772558e-01,-8.314914924897e-02,-1.047595280068e-01,1.080518937892e-02
"                 691",-1.097921373198e-01,-1.879431701391e-01,-8.324580096567e-02,-1.046973691734e-01,1.072578410387e-02
"                 692",-1.099515640732e-01,-1.879161966625e-01,-8.331352885974e-02,-1.046026678028e-01,1.064456947153e-02
"                 693",-1.101875245197e-01,-1.878819748005e-01,-8.334509152354e-02,-1.045368832770e-01,1.059589587671e-02
"                 694",-1.107144309437e-01,-1.878784959715e-01,-8.337022827166e-02,-1.045082676998e-01,1.056901971407e-02
"                 695",-1.113844321216e-01,-1.878527411764e-01,-8.335589063634e-02,-1.044968505400e-01,1.057047995183e-02
"                 696",-1.120182836281e-01,-1.876969816264e-01,-8.326827693901e-02,-1.044287046874e-01,1.058021387419e-02
"                 697",-1.125779818114e-01,-1.874727226219e-01,-8.311963034145e-02,-1.043530922804e-01,1.061673096950e-02
"                 698",-1.131266365118e-01,-1.872839185247e-01,-8.296885876263e-02,-1.043150597621e-01,1.067310049974e-02
"                 699",-1.134712975288e-01,-1.871814575619e-01,-8.286634438536e-02,-1.043151131765e-01,1.072438439559e-02
"                 700",-1.138799480022e-01,-1.871265276702e-01,-8.276458585865e-02,-1.043619418115e-01,1.079867797643e-02
"                 701",-1.140591226888e-01,-1.870742334238e-01,-8.266340506610e-02,-1.044108283577e-01,1.087371164581e-02
"                 702",-1.142294902806e-01,-1.870119134218e-01,-8.254891757394e-02,-1.044629958478e-01,1.095703913695e-02
"                 703",-1.147348256243e-01,-1.869328788653e-01,-8.234708883502e-02,-1.045857900303e-01,1.111935059765e-02
"                 704",-1.149320204979e-01,-1.867514272350e-01,-8.212130051601e-02,-1.046301267189e-01,1.125441310147e-02
"                 705",-1.150540256012e-01,-1.865709138306e-01,-8.187218238277e-02,-1.046987314478e-01,1.141327453254e-02
"                 706",-1.148449166952e-01,-1.863889165173e-01,-8.166711531563e-02,-1.047218012017e-01,1.152734294301e-02
"                 707",-1.146723700086e-01,-1.862964039127e-01,-8.148995111895e-02,-1.048064527938e-01,1.165825083742e-02
"                 708",-1.145270405661e-01,-1.863020448834e-01,-8.137615533969e-02,-1.049258895437e-01,1.177486710200e-02
"                 709",-1.142909418916e-01,-1.864331635834e-01,-8.135518074160e-02,-1.050779828418e-01,1.186140105012e-02
"                 710",-1.140784522238e-01,-1.866537368996e-01,-8.140902995273e-02,-1.052447069469e-01,1.191783849708e-02
"                 711",-1.135977416469e-01,-1.869307051812e-01,-8.155117073654e-02,-1.053795344446e-01,1.191418185404e-02
"                 712",-1.127009318472e-01,-1.871862522853e-01,-8.178723510703e-02,-1.053990171783e-01,1.180589103561e-02
"                 713",-1.113780212455e-01,-1.873836975278e-01,-8.206409925737e-02,-1.053195982704e-01,1.162774950651e-02
"                 714",-1.100647679668e-01,-1.875127144422e-01,-8.231645097794e-02,-1.051962634643e-01,1.143990624315e-02
"                 715",-1.093056042996e-01,-1.876469930496e-01,-8.247278551386e-02,-1.051742075358e-01,1.135071101096e-02
"                 716",-1.088981740798e-01,-1.877643618108e-01,-8.261557372133e-02,-1.051487880894e-01,1.126660718406e-02
"                 717",-1.084246587268e-01,-1.878339577012e-01,-8.279128986348e-02,-1.050426678377e-01,1.112568898711e-02
"                 718",-1.079806386284e-01,-1.878891640987e-01,-8.297548473907e-02,-1.049136793597e-01,1.096909731030e-02
"                 719",-1.074021265084e-01,-1.879782110711e-01,-8.319484412378e-02,-1.047833669473e-01,1.079426141178e-02
"                 720",-1.071634033541e-01,-1.881445190970e-01,-8.341079426980e-02,-1.047337248272e-01,1.066146527869e-02
"                 721",-1.075842488857e-01,-1.884108480108e-01,-8.356768618926e-02,-1.048431618216e-01,1.063773781616e-02
"                 722",-1.082695914608e-01,-1.886673194835e-01,-8.369617496722e-02,-1.049711445163e-01,1.063748477454e-02
"                 723",-1.089043858763e-01,-1.888800434841e-01,-8.381869684364e-02,-1.050613466405e-01,1.062132489842e-02
"                 724",-1.093587344289e-01,-1.889928610252e-01,-8.394118488449e-02,-1.050516761407e-01,1.055524562808e-02
"                 725",-1.100731761359e-01,-1.890322100053e-01,-8.396229932196e-02,-1.050699106834e-01,1.055380568070e-02
"                 726",-1.111685674581e-01,-1.889651855415e-01,-8.385569117021e-02,-1.051094943713e-01,1.062690160055e-02
"                 727",-1.122748643506e-01,-1.888138533843e-01,-8.368412380602e-02,-1.051297295783e-01,1.072280288615e-02
"                 728",-1.131648323781e-01,-1.886246583311e-01,-8.351856488163e-02,-1.051060934495e-01,1.079376428392e-02
"                 729",-1.137101274527e-01,-1.884176880904e-01,-8.339027823030e-02,-1.050274098601e-01,1.081856581492e-02
"                 730",-1.142406222171e-01,-1.882451942256e-01,-8.326892182204e-02,-1.049762724035e-01,1.085367529075e-02
"                 731",-1.147517762478e-01,-1.881073639511e-01,-8.313661834311e-02,-1.049707456080e-01,1.091706363243e-02
"                 732",-1.152858169818e-01,-1.879322851885e-01,-8.295049666759e-02,-1.049817885209e-01,1.101564592664e-02
"                 733",-1.154766192029e-01,-1.876401365735e-01,-8.272229022651e-02,-1.049178463470e-01,1.109777806025e-02
"                 734",-1.158178049446e-01,-1.873304884807e-01,-8.244447823894e-02,-1.048860102418e-01,1.122076600142e-02
"                 735",-1.158122539916e-01,-1.870294412218e-01,-8.221120500157e-02,-1.048182362203e-01,1.130351560935e-02
"                 736",-1.158807101094e-01,-1.868332378674e-01,-8.201739374682e-02,-1.048158441206e-01,1.139922518689e-02
"                 737",-1.159038552155e-01,-1.867140888361e-01,-8.185555555597e-02,-1.048585332801e-01,1.150148886206e-02
"                 738",-1.157624492368e-01,-1.865676198418e-01,-8.170234493056e-02,-1.048652749112e-01,1.158146499033e-02
"                 739",-1.154903438596e-01,-1.863655791763e-01,-8.152111180346e-02,-1.048444673728e-01,1.166167778468e-02
"                 740",-1.150429644643e-01,-1.861297784606e-01,-8.135944992924e-02,-1.047703285314e-01,1.170543930106e-02
"                 741",-1.145685954811e-01,-1.859244923047e-01,-8.122618054308e-02,-1.046983117616e-01,1.173606560927e-02
"                 742",-1.140930130205e-01,-1.858736586256e-01,-8.121092268907e-02,-1.046627359365e-01,1.172590662374e-02
"                 743",-1.134304769046e-01,-1.859485603071e-01,-8.131078192779e-02,-1.046377783793e-01,1.166349822577e-02
"                 744",-1.127197551822e-01,-1.860295131045e-01,-8.144194919858e-02,-1.045875639060e-01,1.157280735369e-02
"                 745",-1.121663808995e-01,-1.861515765140e-01,-8.157120575556e-02,-1.045803707585e-01,1.150458250146e-02
"                 746",-1.115259975498e-01,-1.862878686607e-01,-8.174644155830e-02,-1.045414271024e-01,1.139749277206e-02
"                 747",-1.105855886025e-01,-1.863935702655e-01,-8.196176209873e-02,-1.044318081668e-01,1.123502303401e-02
"                 748",-1.094377660619e-01,-1.864473626731e-01,-8.221083131906e-02,-1.042365313540e-01,1.101285001749e-02
"                 749",-1.084960983102e-01,-1.865391692450e-01,-8.245376554687e-02,-1.040854036981e-01,1.081581907561e-02
"                 750",-1.081630275270e-01,-1.867424259205e-01,-8.266067065850e-02,-1.040817552620e-01,1.071054230176e-02
"                 751",-1.082325136208e-01,-1.870614319565e-01,-8.285584587624e-02,-1.042055860803e-01,1.067487010201e-02
