Time (s),POROUS_MOMENT_X,POROUS_MOMENT_Y,POROUS_MOMENT_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                   1",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.990183151451e+01,3.882038394896e-01,-9.470261465341e+00,-3.985842168288e+01,6.910772398262e-01,-9.902139220362e+00,4.340983163374e-02,3.028734003366e-01,-4.318777550204e-01
"                   2",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.696576926323e+01,4.103385177933e+00,-1.816045466704e+01,-4.694620856187e+01,4.354279040102e+00,-1.829708091804e+01,1.956070136792e-02,2.508938621695e-01,-1.366262509961e-01
"                   3",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.169500914693e-01,7.004239350285e+00,-2.026018712736e+01,-7.001562481788e-01,7.208933577116e+00,-2.029136523903e+01,1.679384329045e-02,2.046942268308e-01,-3.117811167368e-02
"                   4",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.990249081075e+01,7.866948983314e+00,-1.642595477629e+01,4.987976718982e+01,8.060734157858e+00,-1.641506763670e+01,-2.272362092597e-02,1.937851745447e-01,1.088713958992e-02
"                   5",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.834599111758e+01,7.656559169688e+00,-1.160864835760e+01,5.831030315210e+01,7.845042104400e+00,-1.157377729232e+01,-3.568796548395e-02,1.884829347122e-01,3.487106528859e-02
"                   6",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.317358372019e+01,7.780919794517e+00,-9.044332571100e+00,2.312216361345e+01,7.972679498052e+00,-9.005465153590e+00,-5.142010673733e-02,1.917597035342e-01,3.886741751038e-02
"                   7",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.552057366481e+01,8.270012930917e+00,-9.326463297941e+00,-1.559313785786e+01,8.469518630462e+00,-9.274384017820e+00,-7.256419304754e-02,1.995056995451e-01,5.207928012016e-02
"                   8",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.512451345558e+01,8.939215771795e+00,-1.112009270970e+01,-2.518168448338e+01,9.124247320352e+00,-1.107194710433e+01,-5.717102779999e-02,1.850315485575e-01,4.814560536500e-02
"                   9",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.287332995715e+00,9.731575658287e+00,-1.279395039472e+01,-6.335357793210e+00,9.922232017528e+00,-1.274067789607e+01,-4.802479749471e-02,1.906563592410e-01,5.327249864496e-02
"                  10",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.313362964818e+01,1.007382280588e+01,-1.345873869539e+01,1.310757963012e+01,1.025210460955e+01,-1.342181700058e+01,-2.605001805783e-02,1.782818036754e-01,3.692169481466e-02
"                  11",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.566509158401e+01,1.018923989477e+01,-1.336585626742e+01,1.561949785838e+01,1.037411804522e+01,-1.332153638930e+01,-4.559372562872e-02,1.848781504549e-01,4.431987811615e-02
"                  12",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.186511648653e+00,1.056743545503e+01,-1.337206594358e+01,5.141946767462e+00,1.074698584844e+01,-1.332294737657e+01,-4.456488119056e-02,1.795503934100e-01,4.911856700991e-02
"                  13",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.413686825673e+00,1.142699087386e+01,-1.402309199188e+01,-3.477409089311e+00,1.161836802151e+01,-1.395895378090e+01,-6.372226363756e-02,1.913771476466e-01,6.413821098526e-02
"                  14",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.376416292525e+00,1.242463539020e+01,-1.515932529102e+01,-1.425879400984e+00,1.260837283298e+01,-1.510493626046e+01,-4.946310845976e-02,1.837374427832e-01,5.438903056619e-02
"                  15",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.181841340166e+00,1.326555964319e+01,-1.629814561141e+01,8.118815258134e+00,1.345770205596e+01,-1.626218809248e+01,-6.302608203206e-02,1.921424127647e-01,3.595751893043e-02
"                  16",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.699047454621e+01,1.390972674524e+01,-1.719887991481e+01,1.691358753990e+01,1.410738805087e+01,-1.714351205183e+01,-7.688700631512e-02,1.976613056219e-01,5.536786298610e-02
"                  17",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.009400588047e+01,1.453790407735e+01,-1.792484616717e+01,2.003800770406e+01,1.471468246452e+01,-1.787012978845e+01,-5.599817640423e-02,1.767783871632e-01,5.471637872346e-02
"                  18",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.872325006757e+01,1.524806402141e+01,-1.858188164956e+01,1.866269206378e+01,1.542479549901e+01,-1.851725657168e+01,-6.055800378996e-02,1.767314775924e-01,6.462507788309e-02
"                  19",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.727379096955e+01,1.599058532940e+01,-1.920183109200e+01,1.722683810664e+01,1.615255690467e+01,-1.916153199905e+01,-4.695286290869e-02,1.619715752780e-01,4.029909295549e-02
"                  20",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.855813665819e+01,1.662555831816e+01,-1.979996139307e+01,1.849638868180e+01,1.679969167677e+01,-1.975081854409e+01,-6.174797638981e-02,1.741333586079e-01,4.914284898313e-02
"                  21",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.213192306565e+01,1.705515860001e+01,-2.030499925069e+01,2.205855272860e+01,1.723214298792e+01,-2.026625080063e+01,-7.337033705358e-02,1.769843879094e-01,3.874845005472e-02
"                  22",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.557157546917e+01,1.729590332711e+01,-2.066590429918e+01,2.551659726363e+01,1.745894694387e+01,-2.062188700062e+01,-5.497820553804e-02,1.630436167609e-01,4.401729856017e-02
"                  23",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.734374842728e+01,1.746310006611e+01,-2.090888757930e+01,2.729959341453e+01,1.762245129885e+01,-2.087462310531e+01,-4.415501275273e-02,1.593512327398e-01,3.426447399145e-02
"                  24",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.763146889833e+01,1.759531904377e+01,-2.115140170282e+01,2.757766918634e+01,1.776313135296e+01,-2.111540274091e+01,-5.379971198760e-02,1.678123091871e-01,3.599896190985e-02
"                  25",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.760527704797e+01,1.768791374735e+01,-2.142644178811e+01,2.756091033601e+01,1.785017604825e+01,-2.140549462401e+01,-4.436671195933e-02,1.622623009027e-01,2.094716409624e-02
"                  26",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.824041237657e+01,1.770825811247e+01,-2.173452768945e+01,2.819056118285e+01,1.786187221133e+01,-2.171499895653e+01,-4.985119371508e-02,1.536140988523e-01,1.952873291827e-02
"                  27",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.963348652016e+01,1.765224353946e+01,-2.207691538819e+01,2.958586032375e+01,1.780287081553e+01,-2.206869999489e+01,-4.762619641508e-02,1.506272760657e-01,8.215393303107e-03
"                  28",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.116633424950e+01,1.757162746387e+01,-2.242832547659e+01,3.111732960852e+01,1.772438743286e+01,-2.240918743647e+01,-4.900464098741e-02,1.527599689893e-01,1.913804011330e-02
"                  29",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.219980159299e+01,1.754610245760e+01,-2.279607569040e+01,3.215420556011e+01,1.769391076638e+01,-2.278383840872e+01,-4.559603288002e-02,1.478083087763e-01,1.223728168737e-02
"                  30",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.280858809076e+01,1.760422757332e+01,-2.322135956163e+01,3.277401598713e+01,1.774340449522e+01,-2.321588088692e+01,-3.457210363128e-02,1.391769219035e-01,5.478674709634e-03
"                  31",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.350561659754e+01,1.773542380520e+01,-2.370405163259e+01,3.345041258556e+01,1.788068893622e+01,-2.369405346994e+01,-5.520401197728e-02,1.452651310214e-01,9.998162649856e-03
"                  32",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.458881775412e+01,1.786352264645e+01,-2.420899334943e+01,3.456580703426e+01,1.800913924684e+01,-2.419674493861e+01,-2.301071985442e-02,1.456166003851e-01,1.224841082255e-02
"                  33",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.585371360351e+01,1.796308176553e+01,-2.472055343351e+01,3.582506615522e+01,1.810653506955e+01,-2.471528010134e+01,-2.864744828998e-02,1.434533040263e-01,5.273332168430e-03
"                  34",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.698976843261e+01,1.804298075827e+01,-2.522402756415e+01,3.696145472987e+01,1.818986894281e+01,-2.521172940411e+01,-2.831370273618e-02,1.468881845318e-01,1.229816004051e-02
"                  35",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.789662544786e+01,1.812516669024e+01,-2.570106162392e+01,3.787440265957e+01,1.826424176304e+01,-2.570438388328e+01,-2.222278828648e-02,1.390750727959e-01,-3.322259360374e-03
"                  36",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.866960506949e+01,1.820138452257e+01,-2.612618267373e+01,3.863521134731e+01,1.834951750648e+01,-2.610503937315e+01,-3.439372218259e-02,1.481329839152e-01,2.114330057467e-02
"                  37",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.955336224347e+01,1.829742677961e+01,-2.652380543423e+01,3.952354146662e+01,1.843671211306e+01,-2.650963079653e+01,-2.982077684487e-02,1.392853334507e-01,1.417463769494e-02
"                  38",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.065411775273e+01,1.840041734709e+01,-2.690013739075e+01,4.062134688524e+01,1.853491772536e+01,-2.689291677564e+01,-3.277086749513e-02,1.345003782716e-01,7.220615111248e-03
"                  39",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.189967287442e+01,1.850633710489e+01,-2.730505881326e+01,4.186697645657e+01,1.864879521420e+01,-2.730414031666e+01,-3.269641785072e-02,1.424581093109e-01,9.184966005943e-04
"                  40",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.306306253276e+01,1.859274640680e+01,-2.773695579676e+01,4.302255364070e+01,1.874169354997e+01,-2.772474821525e+01,-4.050889206333e-02,1.489471431668e-01,1.220758151225e-02
"                  41",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.404205490516e+01,1.864789822911e+01,-2.817595186072e+01,4.401530281644e+01,1.878463647373e+01,-2.817366597916e+01,-2.675208871869e-02,1.367382446134e-01,2.285881561202e-03
"                  42",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.488177954511e+01,1.866648164567e+01,-2.859499730352e+01,4.483753135050e+01,1.881677431813e+01,-2.858469157623e+01,-4.424819461431e-02,1.502926724566e-01,1.030572729306e-02
"                  43",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.576943369159e+01,1.868157082438e+01,-2.894710518496e+01,4.573320230472e+01,1.882656170026e+01,-2.894028426431e+01,-3.623138687147e-02,1.449908758825e-01,6.820920646286e-03
"                  44",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.676803634646e+01,1.872506368634e+01,-2.926228684075e+01,4.672751835413e+01,1.886926759323e+01,-2.926111905955e+01,-4.051799232281e-02,1.442039068945e-01,1.167781199556e-03
"                  45",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.784207095760e+01,1.881651211617e+01,-2.961123528556e+01,4.780029770035e+01,1.895598295065e+01,-2.961605525515e+01,-4.177325725473e-02,1.394708344827e-01,-4.819969588931e-03
"                  46",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.882867847530e+01,1.894360854260e+01,-3.000346592574e+01,4.879489038579e+01,1.908057092637e+01,-3.000967832278e+01,-3.378808950291e-02,1.369623837700e-01,-6.212397036529e-03
"                  47",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.964037996002e+01,1.910741177559e+01,-3.046562829658e+01,4.960997247657e+01,1.924732575486e+01,-3.046482288064e+01,-3.040748345071e-02,1.399139792669e-01,8.054159377750e-04
"                  48",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.035382208707e+01,1.926059669352e+01,-3.091034188965e+01,5.031939846230e+01,1.939701376460e+01,-3.091246098053e+01,-3.442362477584e-02,1.364170710829e-01,-2.119090875233e-03
"                  49",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.108373316275e+01,1.936102334271e+01,-3.130139128495e+01,5.106928162337e+01,1.948771608467e+01,-3.131472696807e+01,-1.445153938147e-02,1.266927419691e-01,-1.333568311740e-02
"                  50",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.189711554596e+01,1.940216169831e+01,-3.163610120958e+01,5.187883201019e+01,1.952909344062e+01,-3.164897108468e+01,-1.828353577632e-02,1.269317423121e-01,-1.286987509886e-02
"                  51",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.269041056605e+01,1.945027555279e+01,-3.194776885018e+01,5.265730439170e+01,1.958779155843e+01,-3.195604345020e+01,-3.310617434162e-02,1.375160056330e-01,-8.274600017805e-03
"                  52",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.334023259063e+01,1.952715106141e+01,-3.227549706667e+01,5.331754657900e+01,1.966284474122e+01,-3.228042566745e+01,-2.268601162589e-02,1.356936798020e-01,-4.928600786148e-03
"                  53",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.385663430934e+01,1.965999838127e+01,-3.267082347154e+01,5.383206521013e+01,1.979545464641e+01,-3.268683724330e+01,-2.456909920362e-02,1.354562651394e-01,-1.601377176021e-02
"                  54",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.437079558092e+01,1.978388735315e+01,-3.309038511543e+01,5.435419046390e+01,1.991795162564e+01,-3.310892732763e+01,-1.660511702264e-02,1.340642724911e-01,-1.854221220338e-02
"                  55",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.496300910351e+01,1.985866699790e+01,-3.345354707360e+01,5.494121187417e+01,1.998917081876e+01,-3.347240347132e+01,-2.179722934739e-02,1.305038208585e-01,-1.885639772705e-02
"                  56",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.555509431732e+01,1.988697472455e+01,-3.374476043541e+01,5.553065353372e+01,2.002063562907e+01,-3.376629646251e+01,-2.444078360646e-02,1.336609045113e-01,-2.153602710040e-02
"                  57",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.606956633974e+01,1.989276157408e+01,-3.399337900842e+01,5.605357696715e+01,2.001904863158e+01,-3.401694591002e+01,-1.598937258264e-02,1.262870574997e-01,-2.356690160307e-02
"                  58",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.647081714649e+01,1.990356600960e+01,-3.426623713997e+01,5.645902795184e+01,2.003001148858e+01,-3.428331703222e+01,-1.178919465519e-02,1.264454789753e-01,-1.707989224669e-02
"                  59",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.686048636435e+01,1.997879314159e+01,-3.461805056713e+01,5.685121819660e+01,2.010024613916e+01,-3.464687101214e+01,-9.268167749954e-03,1.214529975665e-01,-2.882044500879e-02
"                  60",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.732271482323e+01,2.006341378105e+01,-3.496028431718e+01,5.730997465546e+01,2.018822848435e+01,-3.499059136544e+01,-1.274016776470e-02,1.248147033002e-01,-3.030704826200e-02
"                  61",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.785840686355e+01,2.009833617775e+01,-3.523121463188e+01,5.784048029025e+01,2.022818321251e+01,-3.525483291237e+01,-1.792657329363e-02,1.298470347618e-01,-2.361828048879e-02
"                  62",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.833168545909e+01,2.009028720736e+01,-3.542772656977e+01,5.831823303618e+01,2.021897941864e+01,-3.544482211539e+01,-1.345242290417e-02,1.286922112725e-01,-1.709554562004e-02
"                  63",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.876561095518e+01,2.004929161002e+01,-3.556554592154e+01,5.875207825116e+01,2.017806785947e+01,-3.558515520034e+01,-1.353270401750e-02,1.287762494473e-01,-1.960927880432e-02
"                  64",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.918551310228e+01,2.002335499193e+01,-3.569962684090e+01,5.917663304505e+01,2.014925060430e+01,-3.572034777558e+01,-8.880057237619e-03,1.258956123765e-01,-2.072093467749e-02
"                  65",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.961558227118e+01,2.003856458394e+01,-3.585784470205e+01,5.959605010108e+01,2.016880511669e+01,-3.587494792427e+01,-1.953217009951e-02,1.302405327491e-01,-1.710322222187e-02
"                  66",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.006921277227e+01,2.009315758198e+01,-3.602692116166e+01,6.006182629760e+01,2.022010865398e+01,-3.604378369474e+01,-7.386474669919e-03,1.269510720023e-01,-1.686253308164e-02
"                  67",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.053938683526e+01,2.014676448798e+01,-3.618951677471e+01,6.053616579674e+01,2.026987361270e+01,-3.621017722290e+01,-3.221038523500e-03,1.231091247261e-01,-2.066044818894e-02
"                  68",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.095004610285e+01,2.015978764730e+01,-3.630901285228e+01,6.093576958380e+01,2.028995289579e+01,-3.631934631795e+01,-1.427651905165e-02,1.301652484943e-01,-1.033346567419e-02
"                  69",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.129736921340e+01,2.015456166433e+01,-3.643373499816e+01,6.129030629820e+01,2.027943885805e+01,-3.645112957375e+01,-7.062915199938e-03,1.248771937225e-01,-1.739457559411e-02
"                  70",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.158637559951e+01,2.016006875010e+01,-3.660832383427e+01,6.158927064157e+01,2.028688997256e+01,-3.662442576942e+01,2.895042053717e-03,1.268212224588e-01,-1.610193514503e-02
"                  71",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.192272805069e+01,2.020563740441e+01,-3.685352044044e+01,6.192336678567e+01,2.032864024437e+01,-3.687420168383e+01,6.387349777736e-04,1.230028399562e-01,-2.068124338632e-02
"                  72",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.230203357919e+01,2.024591084340e+01,-3.709056269428e+01,6.229623009532e+01,2.037064884500e+01,-3.710581113642e+01,-5.803483867699e-03,1.247380016060e-01,-1.524844214177e-02
"                  73",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.260886027204e+01,2.025967479089e+01,-3.728541336482e+01,6.260920115799e+01,2.038298003331e+01,-3.730503462917e+01,3.408859530644e-04,1.233052424199e-01,-1.962126435337e-02
"                  74",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.284841395178e+01,2.024951469450e+01,-3.741018667947e+01,6.284775968401e+01,2.037296677010e+01,-3.742670872557e+01,-6.542677696054e-04,1.234520756028e-01,-1.652204609399e-02
"                  75",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.300184113247e+01,2.021683070139e+01,-3.752738978626e+01,6.300444007130e+01,2.033939826761e+01,-3.754944398626e+01,2.598938826444e-03,1.225675662220e-01,-2.205419999880e-02
"                  76",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.310818462695e+01,2.017427063595e+01,-3.768715276112e+01,6.310490199943e+01,2.030038337349e+01,-3.771026908129e+01,-3.282627514351e-03,1.261127375448e-01,-2.311632016607e-02
"                  77",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.319127034492e+01,2.014617674792e+01,-3.793763167848e+01,6.318997271493e+01,2.026999333563e+01,-3.796048115689e+01,-1.297629995191e-03,1.238165877143e-01,-2.284947841063e-02
"                  78",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.327698963025e+01,2.014031050358e+01,-3.822902227352e+01,6.327885806429e+01,2.026102119594e+01,-3.824935805848e+01,1.868434041764e-03,1.207106923622e-01,-2.033578496105e-02
"                  79",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.341421840587e+01,2.010117742975e+01,-3.843823970752e+01,6.341774340398e+01,2.022174059428e+01,-3.845620491343e+01,3.524998107305e-03,1.205631645318e-01,-1.796520590944e-02
"                  80",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.357297067612e+01,2.000404520543e+01,-3.851483413875e+01,6.358013982890e+01,2.012265949217e+01,-3.853360017525e+01,7.169152780032e-03,1.186142867400e-01,-1.876603649622e-02
"                  81",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.375340483636e+01,1.990936442202e+01,-3.853056091268e+01,6.376103444788e+01,2.002863340000e+01,-3.854843756671e+01,7.629611515130e-03,1.192689779819e-01,-1.787665403160e-02
"                  82",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.398627823396e+01,1.987774862163e+01,-3.856680039365e+01,6.399164750410e+01,2.000070122011e+01,-3.857850012764e+01,5.369270143458e-03,1.229525984787e-01,-1.169973399066e-02
"                  83",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.425969759181e+01,1.987794278804e+01,-3.864843239136e+01,6.426582375442e+01,1.999979653134e+01,-3.866402183739e+01,6.126162607365e-03,1.218537433014e-01,-1.558944602756e-02
"                  84",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.451480322285e+01,1.981070626983e+01,-3.869258076586e+01,6.451604397977e+01,1.993511339058e+01,-3.870505998190e+01,1.240756914621e-03,1.244071207502e-01,-1.247921604335e-02
"                  85",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.469221917118e+01,1.969774488137e+01,-3.873822389644e+01,6.469539082425e+01,1.982143713864e+01,-3.875063398871e+01,3.171653071686e-03,1.236922572687e-01,-1.241009227280e-02
"                  86",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.478354373579e+01,1.957763926564e+01,-3.878421933698e+01,6.478813044173e+01,1.970111976990e+01,-3.879941050473e+01,4.586705942338e-03,1.234805042513e-01,-1.519116775208e-02
"                  87",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.487738133844e+01,1.948374887440e+01,-3.885433537501e+01,6.487982904553e+01,1.960924257849e+01,-3.886364660608e+01,2.447707088537e-03,1.254937040866e-01,-9.311231072943e-03
"                  88",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.501768914196e+01,1.943506721076e+01,-3.898430062194e+01,6.502180372625e+01,1.956128627740e+01,-3.899265738863e+01,4.114584290709e-03,1.262190666356e-01,-8.356766693358e-03
"                  89",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.511963764117e+01,1.940881145614e+01,-3.915058699622e+01,6.512342269903e+01,1.953336605125e+01,-3.915761501474e+01,3.785057862418e-03,1.245545951106e-01,-7.028018525642e-03
"                  90",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.520587286388e+01,1.937714483558e+01,-3.927198761363e+01,6.521305577641e+01,1.950247160404e+01,-3.927819672270e+01,7.182912532749e-03,1.253267684541e-01,-6.209109077451e-03
"                  91",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.531761524439e+01,1.931728136772e+01,-3.929415364230e+01,6.533667068617e+01,1.944055435627e+01,-3.930514021338e+01,1.905544177839e-02,1.232729885553e-01,-1.098657108083e-02
"                  92",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.545842470384e+01,1.924905550103e+01,-3.924729853108e+01,6.547251703244e+01,1.937285256748e+01,-3.925554604088e+01,1.409232860629e-02,1.237970664431e-01,-8.247509798677e-03
"                  93",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.557073656429e+01,1.921968423624e+01,-3.922897073102e+01,6.558368496008e+01,1.934292598670e+01,-3.923310583258e+01,1.294839579193e-02,1.232417504602e-01,-4.135101566082e-03
"                  94",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.569505380943e+01,1.921500014863e+01,-3.928158055013e+01,6.570988818355e+01,1.933686765648e+01,-3.928900365774e+01,1.483437411958e-02,1.218675078583e-01,-7.423107610507e-03
"                  95",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.585471295664e+01,1.918496966214e+01,-3.933910850288e+01,6.587019248211e+01,1.930715908672e+01,-3.934690349859e+01,1.547952547220e-02,1.221894245836e-01,-7.794995703350e-03
"                  96",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.611449168432e+01,1.913805044326e+01,-3.936315118074e+01,6.612871920784e+01,1.926186160243e+01,-3.936577583859e+01,1.422752352674e-02,1.238111591661e-01,-2.624657849463e-03
"                  97",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.646276792855e+01,1.909802228049e+01,-3.934300520595e+01,6.647718425330e+01,1.922222761902e+01,-3.935017143720e+01,1.441632474795e-02,1.242053385324e-01,-7.166231246615e-03
"                  98",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.691782781182e+01,1.907795431545e+01,-3.931558247302e+01,6.693309196931e+01,1.920153976416e+01,-3.932148452438e+01,1.526415749121e-02,1.235854487181e-01,-5.902051365672e-03
"                  99",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.751061093809e+01,1.902621864137e+01,-3.927935752613e+01,6.752584896446e+01,1.915049279226e+01,-3.928633540967e+01,1.523802636351e-02,1.242741508937e-01,-6.977883541548e-03
"                 100",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.817646882885e+01,1.888835528857e+01,-3.918979479182e+01,6.819232137733e+01,1.901185105767e+01,-3.920026899569e+01,1.585254847471e-02,1.234957691039e-01,-1.047420386554e-02
"                 101",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.889669696645e+01,1.864604826902e+01,-3.898810557314e+01,6.891658716274e+01,1.876725799820e+01,-3.899518584347e+01,1.989019629400e-02,1.212097291770e-01,-7.080270336362e-03
"                 102",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.971238211886e+01,1.836945660967e+01,-3.872279886355e+01,6.972797408668e+01,1.849459144640e+01,-3.873038440809e+01,1.559196782096e-02,1.251348367343e-01,-7.585544542958e-03
"                 103",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.045329243526e+01,1.810188310112e+01,-3.840716556975e+01,7.046850091800e+01,1.822877145993e+01,-3.841337246411e+01,1.520848274105e-02,1.268883588131e-01,-6.206894365207e-03
"                 104",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.092967022694e+01,1.783988247041e+01,-3.800986181318e+01,7.094625312567e+01,1.796368412294e+01,-3.802241823673e+01,1.658289872521e-02,1.238016525390e-01,-1.255642355849e-02
"                 105",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.124345398354e+01,1.751405185235e+01,-3.758922383928e+01,7.126259641664e+01,1.764034856905e+01,-3.759384458411e+01,1.914243310009e-02,1.262967167055e-01,-4.620744823533e-03
"                 106",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.154746726913e+01,1.710863899682e+01,-3.719369704909e+01,7.156109026143e+01,1.723183835767e+01,-3.720578800109e+01,1.362299230298e-02,1.231993608528e-01,-1.209095200543e-02
"                 107",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.189386617270e+01,1.666349183812e+01,-3.682905526267e+01,7.191031950814e+01,1.679259455978e+01,-3.682546514915e+01,1.645333544190e-02,1.291027216589e-01,3.590113518364e-03
