Time (s),Ux,Uy,Uz,k,omega,p
83,0.0117998031045,0.00858480926607,0.00876784059084,0.00448078761412,4.22466040789e-05,0.146706774787
84,0.0116840884435,0.00854441692704,0.00871556322527,0.00442503874647,4.22578333516e-05,0.145806996152
85,0.0115687971785,0.00849454948639,0.00865665035948,0.00437064383171,4.23006658017e-05,0.145084141529
86,0.0114566399217,0.00844641358568,0.00858829402076,0.00431755096604,4.2368804261e-05,0.144329321574
87,0.0113408763361,0.0083922305061,0.00851911328448,0.00426588420877,4.24280172826e-05,0.143565949394
88,0.0112231885229,0.00832552219535,0.00844678721402,0.00421498379532,4.2439096846e-05,0.142109793413
89,0.0111006045635,0.00825460367085,0.0083683401356,0.00416626742197,4.24743778827e-05,0.140364706573
90,0.0109735372639,0.00819066676737,0.00828923444134,0.00411879514173,4.2484819444e-05,0.139350692841
91,0.0108450272603,0.00813413492444,0.00820687147896,0.00407315373114,4.25199993011e-05,0.138025040754
92,0.0107192583538,0.00807091014202,0.0081207479389,0.00402871747293,4.2560930452e-05,0.136826246385
93,0.0105889642838,0.00800230828953,0.00803449046276,0.00398555021922,4.25495857372e-05,0.135728546634
94,0.0104495517045,0.0079392670916,0.00794256648634,0.00394345984166,4.25855872324e-05,0.134707118006
95,0.0103101524039,0.00788207207111,0.00786081355142,0.0039026973387,4.26250510909e-05,0.134076060394
96,0.0101922557017,0.00783204773672,0.00778560477306,0.00386276363712,4.26335696455e-05,0.133894814355
97,0.01009627209,0.00778510167457,0.00772156317281,0.00382434856897,4.26494895445e-05,0.133751580065
98,0.010015715007,0.00773756554778,0.00766092574294,0.00378713247685,4.27128026402e-05,0.133941852727
99,0.00994571891385,0.00769413372919,0.00760587083317,0.00375057337199,4.27358555686e-05,0.134084084034
100,0.00990199856103,0.00765367226821,0.00755888882471,0.00371517741198,4.28535569364e-05,0.134315078594
101,0.00986004896777,0.00760915761035,0.00751027738975,0.00368042992524,4.29450628621e-05,0.134543100363
102,0.00981410218859,0.00755827696079,0.00746249604711,0.00364692860461,4.30354145406e-05,0.134396812588
103,0.0097838986402,0.00750803341818,0.00742068070199,0.00361399610627,4.30680728382e-05,0.134496871757
104,0.00976958499147,0.0074598252553,0.00738883249213,0.00358217829124,4.30939248473e-05,0.134665863447
105,0.00976097277827,0.00741746563122,0.0073611228268,0.00355185075756,4.32621089923e-05,0.135787143541
106,0.00975957392419,0.00737788021208,0.00733343327536,0.00352214289236,4.33493329656e-05,0.136640575934
107,0.009758583754,0.0073368271449,0.00730828015295,0.00349314493557,4.34379210442e-05,0.137522576768
108,0.00976496035392,0.00729393312675,0.00728117521836,0.00346503809183,4.35159281374e-05,0.139114616345
109,0.00977349679807,0.00725465926074,0.00725621350995,0.00343779049626,4.35977065754e-05,0.14013768521
110,0.00978279553738,0.00722465968201,0.00722535771217,0.00341087706177,4.36559182519e-05,0.141029447545
111,0.00978281701277,0.00719434624131,0.00719182675122,0.00338507033829,4.37494568199e-05,0.142194400538
112,0.00977096681342,0.00716132572702,0.00715703683839,0.00335973761429,4.38305114504e-05,0.143920697198
113,0.00976416179214,0.00713226721237,0.00711789897184,0.00333502036624,4.39537470269e-05,0.14545505035
114,0.00976059164144,0.0071167935425,0.0070826060845,0.00331058541522,4.40580408085e-05,0.146424554866
115,0.00976698774931,0.00709544676798,0.00705151636742,0.00328777667099,4.41101364895e-05,0.1471211191
116,0.00976994650241,0.0070789371123,0.00702325612237,0.00326549646413,4.41819454538e-05,0.147675051429
117,0.00976239391973,0.00705894645236,0.00700025121037,0.00324426269465,4.43098608291e-05,0.148489878022
118,0.00975180205264,0.00702926986695,0.00697940856689,0.00322392619358,4.44123113034e-05,0.149143911358
119,0.00975494155057,0.00700464572115,0.00696710551019,0.0032039153914,4.44931430564e-05,0.149687108721
120,0.00977058947661,0.00699442352395,0.006950766566,0.00318426574193,4.456390935e-05,0.150517922612
121,0.00979392104079,0.00698528661272,0.00693105461749,0.00316439471398,4.46032257282e-05,0.151761382592
122,0.00980720682851,0.00698126018849,0.00691507693843,0.00314496724995,4.46493773664e-05,0.152727687509
123,0.00979963564201,0.00696534213203,0.00690118542659,0.00312563697461,4.4736376753e-05,0.153501001639
124,0.00976125982192,0.00694251515882,0.00688935065615,0.00310703008976,4.48299093071e-05,0.153324208621
125,0.00971926821574,0.00692622787287,0.00687766733341,0.00308944682415,4.49399747163e-05,0.15327720456
126,0.00967805065727,0.00691368436897,0.00686381714796,0.00307297416692,4.49890787683e-05,0.154041346363
127,0.00963940849294,0.00690805424649,0.00684917799232,0.00305856737097,4.50775788593e-05,0.154754055725
128,0.00957539789658,0.00690976554271,0.00683250599565,0.00304601308789,4.51467390311e-05,0.156087954902
129,0.00950640376391,0.00691077439663,0.00682657946632,0.00303524905464,4.52754339647e-05,0.156865830016
130,0.00943710099135,0.00691824161296,0.00681895297584,0.00302460202448,4.53536817115e-05,0.156785895588
131,0.00936917900386,0.00692405236443,0.00681219309298,0.00301422994101,4.54393870462e-05,0.156350951507
132,0.00931552455279,0.00692900562396,0.0068054433099,0.00300417446734,4.55116461009e-05,0.156726712255
133,0.00925427308043,0.00692872261585,0.00680101582865,0.00299409480911,4.56515884508e-05,0.15686999493
134,0.00918776792185,0.00692830201121,0.0067905726445,0.00298454853535,4.5741802383e-05,0.156083290072
135,0.00912269061141,0.00692161091747,0.00677351581838,0.00297538317081,4.58091093482e-05,0.155107092108
136,0.00905511866017,0.00691521567591,0.00675212183834,0.00296615729451,4.57490495611e-05,0.154194523517
137,0.00897594502204,0.00691534651205,0.00673258736233,0.00295592860417,4.57004745361e-05,0.152920806611
138,0.0089114718245,0.00692288474308,0.00671725897326,0.00294681070006,4.57121922171e-05,0.152492934222
139,0.00887302435054,0.00693024543302,0.00671049224069,0.00293799562212,4.56875130155e-05,0.152678918127
140,0.00885089699923,0.00692883660463,0.00670532145932,0.00292894683468,4.56678034359e-05,0.153225284544
141,0.00883874023691,0.00691976194923,0.00669639132538,0.00292204644225,4.56757414061e-05,0.15320299058
142,0.00881633498704,0.00688624845661,0.0066873599475,0.00291407324892,4.57180295844e-05,0.152040364432
143,0.00878318905195,0.0068425337742,0.00666732967212,0.00290608486634,4.55216926499e-05,0.150853302718
144,0.00874551343024,0.00679961319878,0.00664204482314,0.00289558403279,4.53070028683e-05,0.149630265451
145,0.00869900037182,0.00675905468948,0.00660709238084,0.00288697994854,4.51246626753e-05,0.148580865472
146,0.008647706349,0.00672324676939,0.00656526757217,0.00287635812922,4.49908589331e-05,0.147825422683
147,0.00860966653443,0.00669116879735,0.00651117122181,0.00286732320912,4.48983764177e-05,0.146952647982
148,0.00857136516421,0.00666732555354,0.00644929436616,0.00285683342736,4.48354715007e-05,0.145398378887
149,0.0085346796408,0.0066410456328,0.00638168519673,0.00284782612518,4.48381578952e-05,0.143773103873
150,0.00850888876028,0.00661438936249,0.00631118531075,0.0028402904466,4.49081326887e-05,0.142762328651
151,0.00848361514708,0.00658726555806,0.00623455429644,0.0028334654096,4.49479358895e-05,0.141870153265
152,0.00847284157986,0.0065677441367,0.00616135288513,0.00282522530366,4.49885366241e-05,0.14067530344
153,0.00846612249191,0.00655131526003,0.00609083583391,0.00281691786757,4.50107945582e-05,0.139431808246
154,0.00846296043495,0.00652700860214,0.00602650888234,0.00280954562398,4.50985716724e-05,0.138275047739
155,0.00846263682866,0.00649852760853,0.00596480811365,0.00280114964683,4.50933250859e-05,0.13696472218
156,0.00846223548196,0.0064728345899,0.00590461445359,0.00279242386282,4.50708556016e-05,0.136016158301
157,0.00845694536684,0.00645545787222,0.00584402568319,0.00278456989879,4.50327868711e-05,0.13537318204
158,0.00844938963795,0.00644521836546,0.00578171247938,0.00277709614563,4.50001744496e-05,0.134815774477
159,0.00844554035357,0.00643284889717,0.00572931345759,0.00277078023568,4.49748542751e-05,0.133795990633
160,0.00845533207944,0.00643400783597,0.00568492388939,0.0027657926589,4.50076202956e-05,0.132818549428
161,0.00847147048566,0.00645743828782,0.00564710861257,0.00276309609066,4.50445591336e-05,0.132846581275
162,0.00848751084687,0.00648839426667,0.0056144859764,0.00276059316686,4.50049764989e-05,0.133135127661
163,0.00850831141134,0.00652215654383,0.00558181806433,0.00275718149163,4.49591670394e-05,0.133494306319
164,0.0085385188499,0.00655633632726,0.00554862745136,0.00275355548281,4.49179213104e-05,0.133927099797
165,0.00857436989742,0.00658503986985,0.0055211676047,0.00275087729733,4.49111420237e-05,0.134328201245
166,0.00859841480427,0.00660005130856,0.00549538147597,0.00274810353675,4.47911043218e-05,0.134814193412
167,0.00861839314768,0.00661260863209,0.00547147433474,0.00274628530831,4.4703268492e-05,0.135277443743
168,0.00863121766803,0.00662064800861,0.00544979891223,0.00274445056474,4.4680832965e-05,0.135513369669
169,0.00865224385404,0.0066288424681,0.00543773435689,0.00274263088986,4.46250559469e-05,0.135173568097
170,0.00867374370788,0.0066331242206,0.00543164465357,0.00274178662419,4.45111471063e-05,0.13507382757
171,0.00868515153072,0.00663387581322,0.00542514645014,0.00273995298033,4.44225543612e-05,0.135299965854
172,0.0086907005458,0.00663197215418,0.00541865214174,0.00273533707216,4.43587806093e-05,0.135386523683
173,0.00870284574965,0.00662785866457,0.00541636444138,0.00273174276706,4.42787663725e-05,0.135432515358
174,0.00870973477249,0.00661203097426,0.00541352028676,0.00272632898351,4.41101174441e-05,0.135479060412
175,0.00871360523545,0.00659011664516,0.00541091217508,0.002723206614,4.39096890844e-05,0.135706599771
176,0.00871709295818,0.00656853774985,0.00540798715562,0.00272294905784,4.36525531996e-05,0.135962628518
177,0.00871944454703,0.00655320473617,0.00540726183156,0.00272418273238,4.34340983279e-05,0.136693345685
178,0.00872053567286,0.00654543904141,0.00540859219505,0.00272770338487,4.3288732093e-05,0.137677969072
179,0.00872137695404,0.00653714889013,0.00541637722576,0.00273249696047,4.30978544738e-05,0.138191310028
180,0.00873791881691,0.00652966014559,0.00543244565681,0.00273900511882,4.29077618067e-05,0.138494700018
181,0.00876883734422,0.0065207779296,0.00545065447522,0.00274391837967,4.27206712556e-05,0.138919608772
182,0.0088011679114,0.00651793529726,0.00546180677465,0.00274681997949,4.25404079794e-05,0.138915105075
183,0.00881780418114,0.00650918680415,0.00546593930344,0.00274927569382,4.23370126069e-05,0.138930572206
184,0.00883706276818,0.0064847076246,0.00546045639801,0.00275106654918,4.21342766022e-05,0.138881274657
185,0.00886313778865,0.00645358328824,0.00545138367565,0.00275205201103,4.18989828306e-05,0.138604216931
186,0.00889141934529,0.00642845151447,0.00544221964415,0.00275399095969,4.17233111069e-05,0.137800639765
187,0.00892410181275,0.00640287698792,0.00543334026534,0.00275709673246,4.15583395636e-05,0.136392480014
188,0.00896435704652,0.00637857536552,0.00541810574985,0.00276068502411,4.13674782861e-05,0.135498050844
189,0.00899554088797,0.0063576627013,0.00540128050769,0.00276473411451,4.1172666225e-05,0.134819276426
190,0.00904316499299,0.00634534720379,0.00538483074059,0.00276976931006,4.10025074e-05,0.134263286374
191,0.00909665594517,0.00634518171752,0.00536471859768,0.00277740600626,4.08884722823e-05,0.134041412331
192,0.00914107041595,0.00634780445957,0.00534167099864,0.00278569191769,4.08644685613e-05,0.134302289434
193,0.009163390922,0.00635091405601,0.00531486379404,0.00279478993729,4.08356226578e-05,0.134566001621
194,0.00916861023437,0.0063553621485,0.005287896747,0.00280256046423,4.08171028168e-05,0.13489772702
195,0.00915011857111,0.00636517301176,0.00525998493071,0.00281152040208,4.08405638996e-05,0.135298334333
196,0.00912630172881,0.00638139482137,0.00523306575509,0.00282330280069,4.09013825385e-05,0.135035781307
197,0.00910298049621,0.00640438405642,0.0052102366803,0.00283254834523,4.09589094989e-05,0.135204288143
198,0.00908585680422,0.00643728564347,0.00519378964118,0.00284031173085,4.10362171964e-05,0.135203827684
199,0.00907577439626,0.00648157365752,0.00518272529588,0.00284826162742,4.11028843957e-05,0.134991244445
200,0.00906908695952,0.00653125330751,0.00517073586291,0.00285513470987,4.11700742729e-05,0.134617192596
201,0.00906519553412,0.00658065983238,0.0051650211487,0.00286011874142,4.1169089291e-05,0.1340489808
202,0.00905554060641,0.0066271376902,0.0051572710732,0.00286200265186,4.11124485166e-05,0.133710497751
203,0.00904257250747,0.00666962975317,0.00515096666214,0.00286097918656,4.10284383544e-05,0.133629175793
204,0.00903034535452,0.0067093383704,0.00514408642806,0.00285815353077,4.09123379113e-05,0.133164091742
205,0.0090161405173,0.00674793852851,0.00513715615773,0.00285432558571,4.07516202242e-05,0.132432787276
206,0.00899369879478,0.00678739510576,0.00513216416885,0.00285059566728,4.06156986159e-05,0.131533413369
207,0.00897673317633,0.00682519650043,0.00512836920683,0.00284811652897,4.04811140658e-05,0.130695308925
208,0.00895758487796,0.00685424256881,0.00512324651309,0.00284794360069,4.04290468205e-05,0.130108147089
209,0.00894930788663,0.00687646096875,0.00512107720929,0.00284796138503,4.04090665084e-05,0.129667495514
210,0.00894800119574,0.00690290840214,0.00511888382226,0.00284930716068,4.0428428985e-05,0.128953802256
211,0.00895263024281,0.00692994053007,0.00511627712166,0.00285007014369,4.05563977421e-05,0.128417582725
212,0.00894958017457,0.0069486060443,0.00511090643914,0.0028498645154,4.05941037762e-05,0.128045889543
213,0.00894827089816,0.00696537910433,0.0051076164058,0.00285066353173,4.06311347515e-05,0.127840076349
214,0.00895611837813,0.0069824815284,0.00510732473236,0.00285036563544,4.0599215035e-05,0.127236648945
215,0.00896687422726,0.0070032288151,0.00510950713765,0.00285286115035,4.05715988742e-05,0.126592628672
216,0.00898439368444,0.00703710430632,0.00510937784201,0.00285539398913,4.03725534223e-05,0.125998286418
217,0.0089971026878,0.00707192319488,0.00511234560905,0.00286250226968,4.0146291815e-05,0.125256872051
218,0.00900446222246,0.00709414783132,0.00511589710981,0.00286954985909,3.98994685916e-05,0.12487170094
219,0.00900899399485,0.00710325142494,0.00511804454212,0.00287393799726,3.96481642861e-05,0.124342626736
220,0.00901031690624,0.0071046648067,0.00511894757454,0.00288001744454,3.94727067331e-05,0.123549648754
221,0.0090039259488,0.0071054880638,0.00512432907153,0.00288877088441,3.93077791408e-05,0.122778190898
222,0.00898603961767,0.00709770599181,0.00513103275813,0.00289834355219,3.91449754433e-05,0.122077876849
223,0.00896593836552,0.00709077813386,0.00513650118316,0.00290838001093,3.90102634852e-05,0.12154725381
224,0.00894240493971,0.007075465263,0.00513922495411,0.00292401952396,3.88271250553e-05,0.121358578109
225,0.00891096409238,0.00704555397813,0.00513799243132,0.00294226996957,3.8641426947e-05,0.121197196931
226,0.00888109206613,0.00701262179568,0.00513878903263,0.00296127987976,3.85541825294e-05,0.120935635546
227,0.00884859734771,0.00698070702182,0.00513750468777,0.00297783251491,3.84901390547e-05,0.120812876191
228,0.00882111404389,0.00695555942252,0.0051370748072,0.00299563940689,3.84727650236e-05,0.120570263284
229,0.00879873087263,0.00693537124004,0.00513751637144,0.00301380909763,3.84592784881e-05,0.120552539481
230,0.00878600594981,0.00691692692561,0.00513648939207,0.00302711715178,3.84505932369e-05,0.120821270116
231,0.00877525044615,0.00689937552101,0.00513482427738,0.00304011660529,3.84350446302e-05,0.121293022494
232,0.00876723721956,0.0068814837131,0.00513111823256,0.00305183493311,3.84170429414e-05,0.121691915331
233,0.00876380179669,0.00686721030279,0.00512815890474,0.00306042469894,3.83614077096e-05,0.121620569441
234,0.008762241555,0.00685542562252,0.00513173751561,0.00306625556262,3.82685349434e-05,0.121343267757
235,0.0087654828539,0.00684871464014,0.00513347093471,0.00306995596938,3.81290182138e-05,0.121084838687
236,0.00877307828774,0.00683888031777,0.005131967473,0.00307299998964,3.80007043475e-05,0.121035130762
237,0.00878109705683,0.00682609050491,0.00512996284375,0.00307529226195,3.78410767386e-05,0.12092018445
238,0.00879311687342,0.00681300960768,0.00511912380995,0.00307403420272,3.76478827726e-05,0.120285984936
239,0.00880625522085,0.00680026820202,0.00510844988453,0.00307154176599,3.74389602618e-05,0.119477062132
240,0.00881636517707,0.00678518158662,0.00509274261402,0.00306607611436,3.71996415267e-05,0.118554327597
241,0.00882550368652,0.00676589338151,0.00507003188383,0.00306080912152,3.69815577809e-05,0.117680305827
242,0.00882577851344,0.00674216260796,0.00504755769989,0.00305665249958,3.67865635501e-05,0.117065171077
243,0.00881438111322,0.00671334076613,0.00502511314822,0.0030528857607,3.66110032003e-05,0.116434466746
244,0.00880107869037,0.00668294632347,0.00500556440279,0.00304903439498,3.64781996822e-05,0.116070890782
245,0.00878853966592,0.00665107116471,0.00499006401866,0.00304675865954,3.63127201414e-05,0.115873733168
246,0.00877871731036,0.00662301222254,0.0049827058971,0.00304823320388,3.6177553883e-05,0.115810360676
247,0.00877322061546,0.00659547630164,0.00498250794367,0.00305129307086,3.60386864897e-05,0.115891579979
248,0.00876677981243,0.00657216717481,0.0049908207763,0.00305713303012,3.59130387496e-05,0.116446390923
249,0.00876542316772,0.00655012975811,0.0050037860997,0.00306424537628,3.57406528574e-05,0.116727414761
250,0.00877106053343,0.00653121761029,0.00501790668483,0.00307088524276,3.55675533751e-05,0.116906440174
251,0.00878648873785,0.0065190254161,0.00503282724283,0.00307397322706,3.54064800698e-05,0.117190002437
252,0.008820825717,0.00651707202476,0.00505000748461,0.00307843911454,3.52147436453e-05,0.117593924062
253,0.00886014718824,0.00653096209911,0.00507092355758,0.00307921766379,3.50573469506e-05,0.118174565537
254,0.00890767706613,0.00655735849983,0.00509112670616,0.003078004073,3.49400023447e-05,0.118635014726
255,0.00894078102656,0.006579369792,0.00511078265205,0.00307810840502,3.47768648942e-05,0.118640244579
256,0.008963912242,0.00659775284494,0.00512184487685,0.00307621339307,3.45986183407e-05,0.118804562844
257,0.00897839370452,0.00661045080786,0.00512048257032,0.00306904966606,3.44057310993e-05,0.119309233891
258,0.00898739243868,0.00661480033253,0.00511002602098,0.00306339760934,3.42284498687e-05,0.119920498323
259,0.00899376837097,0.00661371636201,0.00509368685056,0.00305409780798,3.40155511433e-05,0.119973806423
260,0.00899899233559,0.00660587940022,0.00507288501864,0.00304398291377,3.38202032391e-05,0.119551963415
261,0.00901322327166,0.00659991815432,0.00505602282903,0.00303396533848,3.36608060651e-05,0.118820800001
262,0.00904310246277,0.00660869551147,0.00504289917289,0.00302183886521,3.35250058911e-05,0.117962305522
263,0.00907787983352,0.00662949303708,0.00503131679877,0.00300934323226,3.33765798352e-05,0.117375412339
264,0.0091132603148,0.00665369184681,0.00502094959263,0.00299670373685,3.32517383489e-05,0.117011658725
265,0.00913974283729,0.00667275638957,0.00501056613115,0.0029858949514,3.31874159746e-05,0.117010218708
266,0.00915640981829,0.00669107176289,0.00499962990922,0.0029751771418,3.31611001896e-05,0.116729047752
267,0.00916806616838,0.00671456801846,0.00499254008959,0.00296603926318,3.31912973429e-05,0.115557839256
268,0.00918324814937,0.00675440153401,0.00499204778565,0.00295905679655,3.32939296799e-05,0.113998828873
269,0.00918967335648,0.00679654434187,0.00499315169624,0.00295463904267,3.34094295683e-05,0.113323436848
270,0.00918376983828,0.00682645930723,0.00498763068266,0.00294997179313,3.35424180124e-05,0.112608417424
271,0.00917305592475,0.00684532416021,0.00497751141972,0.00294543454049,3.36893712362e-05,0.112098293941
272,0.00915600235592,0.00685522030177,0.00496228476328,0.00294052930352,3.37897196449e-05,0.111453311718
273,0.00913137832214,0.00686653092529,0.00494560145776,0.0029367986413,3.37722762816e-05,0.110912503057
274,0.00909676069119,0.00687378583192,0.00492283781384,0.00293053279692,3.37542417328e-05,0.11116343448
