Time (s),POROUS_MOMENT_X,POROUS_MOMENT_Y,POROUS_MOMENT_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                 241",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.611697009828e+01,-9.010210401330e+00,-1.024088236188e+01,2.593144933156e+01,-8.637304889066e+00,-1.017330612140e+01,-1.855207667180e-01,3.729055122635e-01,6.757624047025e-02
"                 242",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.594968297180e+01,-9.082634023388e+00,-1.048740380127e+01,2.576357601957e+01,-8.709139072221e+00,-1.041732386974e+01,-1.861069522327e-01,3.734949511672e-01,7.007993153004e-02
"                 243",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.558701274971e+01,-9.118485405317e+00,-1.066371831339e+01,2.540210853358e+01,-8.741210471054e+00,-1.059679433303e+01,-1.849042161368e-01,3.772749342631e-01,6.692398035310e-02
"                 244",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.502005120801e+01,-9.139211135966e+00,-1.079614444403e+01,2.483328075164e+01,-8.758431967968e+00,-1.072870728468e+01,-1.867704563714e-01,3.807791679983e-01,6.743715934939e-02
"                 245",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.425825922962e+01,-9.149373549116e+00,-1.088263991931e+01,2.406820409702e+01,-8.766689334692e+00,-1.081453270815e+01,-1.900551325953e-01,3.826842144245e-01,6.810721116579e-02
"                 246",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.333335350122e+01,-9.117830962610e+00,-1.091890653302e+01,2.313805763079e+01,-8.736635750838e+00,-1.084484824257e+01,-1.952958704214e-01,3.811952117724e-01,7.405829044929e-02
"                 247",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.231057450972e+01,-9.044325416430e+00,-1.092231035899e+01,2.211009790613e+01,-8.659974856912e+00,-1.085218359523e+01,-2.004766035842e-01,3.843505595176e-01,7.012676376557e-02
"                 248",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.128650133760e+01,-8.931815139897e+00,-1.092035399554e+01,2.107823916374e+01,-8.545183624753e+00,-1.084858358500e+01,-2.082621738686e-01,3.866315151433e-01,7.177041054016e-02
"                 249",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.033488002175e+01,-8.831954277968e+00,-1.096821877308e+01,2.011877635918e+01,-8.443556244718e+00,-1.089568145392e+01,-2.161036625621e-01,3.883980332497e-01,7.253731915877e-02
"                 250",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.953045199115e+01,-8.775506879999e+00,-1.109148137301e+01,1.930412639510e+01,-8.388803214108e+00,-1.101497415609e+01,-2.263255960517e-01,3.867036658913e-01,7.650721692530e-02
"                 251",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.894159621305e+01,-8.781822179909e+00,-1.130364903146e+01,1.870872863638e+01,-8.392545355610e+00,-1.122772704549e+01,-2.328675766642e-01,3.892768242994e-01,7.592198596744e-02
"                 252",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.861907477236e+01,-8.827660532611e+00,-1.158973589701e+01,1.837997800564e+01,-8.433756453887e+00,-1.151756409534e+01,-2.390967667205e-01,3.939040787246e-01,7.217180167334e-02
"                 253",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.860214932058e+01,-8.901051255462e+00,-1.194289528195e+01,1.835777560656e+01,-8.505296638495e+00,-1.187175940702e+01,-2.443737140165e-01,3.957546169669e-01,7.113587493118e-02
"                 254",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.891539363576e+01,-8.952346820138e+00,-1.227880494493e+01,1.866659573147e+01,-8.557155384883e+00,-1.220491566291e+01,-2.487979042911e-01,3.951914352555e-01,7.388928201729e-02
"                 255",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.957623574034e+01,-8.962534483919e+00,-1.253654759645e+01,1.932486106407e+01,-8.565202291104e+00,-1.246535312970e+01,-2.513746762682e-01,3.973321928153e-01,7.119446675396e-02
"                 256",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.057188854692e+01,-8.916971532371e+00,-1.268610982421e+01,2.031878859016e+01,-8.518993815938e+00,-1.261322001518e+01,-2.530999567539e-01,3.979777164331e-01,7.288980903345e-02
"                 257",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.185977575971e+01,-8.859637094676e+00,-1.277928859375e+01,2.160450320520e+01,-8.462798721945e+00,-1.270239826710e+01,-2.552725545066e-01,3.968383727305e-01,7.689032665546e-02
"                 258",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.333291972405e+01,-8.815913562436e+00,-1.287321909500e+01,2.308068902363e+01,-8.412553596516e+00,-1.280283569767e+01,-2.522307004130e-01,4.033599659199e-01,7.038339732537e-02
"                 259",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.490114458568e+01,-8.787916607953e+00,-1.300032615613e+01,2.464977960306e+01,-8.383515768441e+00,-1.292990182459e+01,-2.513649826216e-01,4.044008395117e-01,7.042433154268e-02
"                 260",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.649138881723e+01,-8.750743078120e+00,-1.314279576009e+01,2.624291272047e+01,-8.342464856681e+00,-1.307305349267e+01,-2.484760967524e-01,4.082782214388e-01,6.974226742504e-02
"                 261",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.805045525026e+01,-8.693256240147e+00,-1.326807293680e+01,2.780311506336e+01,-8.288200112654e+00,-1.319153583267e+01,-2.473401868981e-01,4.050561274937e-01,7.653710412840e-02
"                 262",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.945604376700e+01,-8.626335604533e+00,-1.337756422548e+01,2.921383047144e+01,-8.214910194335e+00,-1.330629682717e+01,-2.422132955593e-01,4.114254101982e-01,7.126739830772e-02
"                 263",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.061131985283e+01,-8.550302728160e+00,-1.344723496795e+01,3.037406183851e+01,-8.137221948067e+00,-1.337541191747e+01,-2.372580143172e-01,4.130807800934e-01,7.182305048095e-02
"                 264",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.146320026965e+01,-8.434396341965e+00,-1.343150198783e+01,3.123168032931e+01,-8.018556531475e+00,-1.336038958510e+01,-2.315199403434e-01,4.158398104899e-01,7.111240273554e-02
"                 265",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.204531691568e+01,-8.270190753146e+00,-1.330605412227e+01,3.181912886170e+01,-7.855231676265e+00,-1.323137909414e+01,-2.261880539752e-01,4.149590768808e-01,7.467502813235e-02
"                 266",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.242627896907e+01,-8.065352443371e+00,-1.311148803444e+01,3.220704561235e+01,-7.649759035086e+00,-1.303595254573e+01,-2.192333567195e-01,4.155934082853e-01,7.553548871010e-02
"                 267",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.265524509986e+01,-7.854242518467e+00,-1.289339739487e+01,3.244372277771e+01,-7.435552885451e+00,-1.282070751265e+01,-2.115223221518e-01,4.186896330158e-01,7.268988222769e-02
"                 268",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.273659322448e+01,-7.639530513583e+00,-1.263100487050e+01,3.253327230669e+01,-7.217367764958e+00,-1.256018614749e+01,-2.033209177943e-01,4.221627486247e-01,7.081872300563e-02
"                 269",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.269006570489e+01,-7.432819898232e+00,-1.232033873363e+01,3.249490270071e+01,-7.008810839327e+00,-1.225018279142e+01,-1.951630041736e-01,4.240090589050e-01,7.015594221279e-02
"                 270",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.256363597842e+01,-7.234629045655e+00,-1.198789707740e+01,3.237469925714e+01,-6.812468672713e+00,-1.191450816531e+01,-1.889367212826e-01,4.221603729415e-01,7.338891209443e-02
"                 271",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.239225270169e+01,-7.054182485836e+00,-1.165449685959e+01,3.221043562430e+01,-6.631024267112e+00,-1.158129409806e+01,-1.818170773927e-01,4.231582187236e-01,7.320276153349e-02
"                 272",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.222578880068e+01,-6.888239843404e+00,-1.133444241488e+01,3.205009235845e+01,-6.466157270919e+00,-1.125893829917e+01,-1.756964422361e-01,4.220825724852e-01,7.550411570586e-02
"                 273",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.212776154250e+01,-6.739062344230e+00,-1.104109803123e+01,3.195720678309e+01,-6.316764936062e+00,-1.096788958347e+01,-1.705547594108e-01,4.222974081678e-01,7.320844776010e-02
"                 274",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.208941980383e+01,-6.610355041927e+00,-1.078233846036e+01,3.192291920058e+01,-6.187487950827e+00,-1.071021199931e+01,-1.665006032537e-01,4.228670910997e-01,7.212646105115e-02
"                 275",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.201471313051e+01,-6.515621943045e+00,-1.056591837713e+01,3.185128011388e+01,-6.093832707498e+00,-1.049289931354e+01,-1.634330166349e-01,4.217892355476e-01,7.301906358188e-02
"                 276",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.185583373216e+01,-6.461095411053e+00,-1.040966098659e+01,3.169530503215e+01,-6.039265994947e+00,-1.033701473107e+01,-1.605287000072e-01,4.218294161057e-01,7.264625551980e-02
"                 277",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.161147829523e+01,-6.452344979648e+00,-1.029081911407e+01,3.145365274517e+01,-6.031696115832e+00,-1.021801030089e+01,-1.578255500554e-01,4.206488638160e-01,7.280881318354e-02
"                 278",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.129835905406e+01,-6.466156538327e+00,-1.017140050722e+01,3.114136959984e+01,-6.049757408360e+00,-1.009465537859e+01,-1.569894542182e-01,4.163991299678e-01,7.674512862839e-02
"                 279",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.096410961486e+01,-6.483566889185e+00,-1.004777866868e+01,3.080859721214e+01,-6.068215645164e+00,-9.970860053560e+00,-1.555124027205e-01,4.153512440214e-01,7.691861511920e-02
"                 280",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.064263374994e+01,-6.485684903703e+00,-9.916978346050e+00,3.048792901081e+01,-6.069945640683e+00,-9.841808456185e+00,-1.547047391265e-01,4.157392630204e-01,7.516988986500e-02
"                 281",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.032343137959e+01,-6.472810444066e+00,-9.757626062948e+00,3.016764908902e+01,-6.058678629999e+00,-9.681176867327e+00,-1.557822905723e-01,4.141318140674e-01,7.644919562035e-02
"                 282",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.001480250698e+01,-6.455312993284e+00,-9.566739305371e+00,2.985719958056e+01,-6.043838552875e+00,-9.490417580167e+00,-1.576029264252e-01,4.114744404097e-01,7.632172520362e-02
"                 283",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.973379801695e+01,-6.442631522364e+00,-9.324360690361e+00,2.957495431943e+01,-6.030636628159e+00,-9.249410114229e+00,-1.588436975249e-01,4.119948942051e-01,7.495057613226e-02
"                 284",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.952694805792e+01,-6.437455382655e+00,-9.048813121570e+00,2.936475310769e+01,-6.027581277013e+00,-8.970705132326e+00,-1.621949502359e-01,4.098741056422e-01,7.810798924442e-02
"                 285",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.936854650937e+01,-6.445266066162e+00,-8.765917868491e+00,2.920416072133e+01,-6.035381396156e+00,-8.688522524672e+00,-1.643857880441e-01,4.098846700062e-01,7.739534381930e-02
"                 286",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.919434076136e+01,-6.452624929013e+00,-8.485422310004e+00,2.902606174288e+01,-6.042740378230e+00,-8.408348998750e+00,-1.682790184787e-01,4.098845507833e-01,7.707331125457e-02
"                 287",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.893339534780e+01,-6.440596554207e+00,-8.148547465630e+00,2.876090115375e+01,-6.031886167321e+00,-8.069014927624e+00,-1.724941940544e-01,4.087103868860e-01,7.953253800589e-02
"                 288",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.854423603774e+01,-6.405198484844e+00,-7.737781645389e+00,2.836858274360e+01,-5.995272430963e+00,-7.659628213102e+00,-1.756532941393e-01,4.099260538815e-01,7.815343228697e-02
"                 289",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.798328549092e+01,-6.382334451593e+00,-7.304952503059e+00,2.780175100645e+01,-5.972163655457e+00,-7.226232251459e+00,-1.815344844625e-01,4.101707961359e-01,7.872025160010e-02
"                 290",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.731062691116e+01,-6.395009865388e+00,-6.926919266106e+00,2.712208886451e+01,-5.987037736670e+00,-6.845010230383e+00,-1.885380466474e-01,4.079721287179e-01,8.190903572298e-02
"                 291",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.656190718247e+01,-6.445570887736e+00,-6.624418870472e+00,2.636730353393e+01,-6.037194326402e+00,-6.542789728034e+00,-1.946036485390e-01,4.083765613340e-01,8.162914243867e-02
"                 292",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.574934326598e+01,-6.490647058747e+00,-6.358818358141e+00,2.554669066820e+01,-6.084098761497e+00,-6.274082624833e+00,-2.026525977849e-01,4.065482972500e-01,8.473573330749e-02
"                 293",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.487262272935e+01,-6.514456658664e+00,-6.096231455287e+00,2.466267519855e+01,-6.107726267460e+00,-6.011223241126e+00,-2.099475307915e-01,4.067303912034e-01,8.500821416071e-02
"                 294",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.396767720343e+01,-6.514903573508e+00,-5.862852024000e+00,2.375024391958e+01,-6.108146150485e+00,-5.778076195023e+00,-2.174332838448e-01,4.067574230233e-01,8.477582897712e-02
"                 295",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.312016996064e+01,-6.523932350051e+00,-5.732881412946e+00,2.289270566419e+01,-6.119922631572e+00,-5.643090399647e+00,-2.274642964479e-01,4.040097184785e-01,8.979101329939e-02
"                 296",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.241230631721e+01,-6.560759754433e+00,-5.746488590110e+00,2.217688898594e+01,-6.155992653348e+00,-5.657370582129e+00,-2.354173312665e-01,4.047671010850e-01,8.911800798160e-02
"                 297",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.187101482504e+01,-6.653819523122e+00,-5.924743379686e+00,2.162889921266e+01,-6.247038961590e+00,-5.838643146419e+00,-2.421156123818e-01,4.067805615317e-01,8.610023326676e-02
"                 298",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.151345524357e+01,-6.777464038062e+00,-6.198512081871e+00,2.126641568308e+01,-6.367556844838e+00,-6.111977619369e+00,-2.470395604849e-01,4.099071932239e-01,8.653446250166e-02
"                 299",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.133070522283e+01,-6.918067307907e+00,-6.531151047721e+00,2.107866746316e+01,-6.506122065886e+00,-6.446232226530e+00,-2.520377596709e-01,4.119452420209e-01,8.491882119115e-02
"                 300",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.128743785862e+01,-7.082445179593e+00,-6.926923838713e+00,2.103277780676e+01,-6.667888242634e+00,-6.841651558553e+00,-2.546600518536e-01,4.145569369599e-01,8.527228016077e-02
"                 301",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.133438295226e+01,-7.292958304319e+00,-7.397846034202e+00,2.107753536422e+01,-6.876070504439e+00,-7.313008001690e+00,-2.568475880381e-01,4.168877998803e-01,8.483803251192e-02
"                 302",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.145183137538e+01,-7.541626898713e+00,-7.916448288287e+00,2.119303917800e+01,-7.124065332668e+00,-7.830663774120e+00,-2.587921973841e-01,4.175615660443e-01,8.578451416684e-02
"                 303",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.162548105803e+01,-7.802570998060e+00,-8.438073364943e+00,2.136721614006e+01,-7.381694253402e+00,-8.355407637597e+00,-2.582649179761e-01,4.208767446584e-01,8.266572734560e-02
"                 304",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.188511185555e+01,-8.049715526505e+00,-8.939462876760e+00,2.162651853649e+01,-7.626962929721e+00,-8.858643927174e+00,-2.585933190597e-01,4.227525967835e-01,8.081894958546e-02
"                 305",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.223229350625e+01,-8.262186664855e+00,-9.399093373266e+00,2.197367527664e+01,-7.840276594641e+00,-9.315708134383e+00,-2.586182296102e-01,4.219100702140e-01,8.338523888303e-02
"                 306",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.263033779295e+01,-8.436562801885e+00,-9.813634723243e+00,2.237364148885e+01,-8.010979606740e+00,-9.735084267403e+00,-2.566963041032e-01,4.255831951453e-01,7.855045584030e-02
"                 307",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.306576949152e+01,-8.598031490945e+00,-1.022972818018e+01,2.281020002795e+01,-8.171073753480e+00,-1.015332528342e+01,-2.555694635633e-01,4.269577374649e-01,7.640289676437e-02
"                 308",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.351510602869e+01,-8.751243111836e+00,-1.064845397273e+01,2.325919614704e+01,-8.325694340092e+00,-1.057124742961e+01,-2.559098816522e-01,4.255487717442e-01,7.720654312064e-02
"                 309",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.397915175444e+01,-8.888080823584e+00,-1.105053803113e+01,2.372506840158e+01,-8.459824589849e+00,-1.097652046517e+01,-2.540833528570e-01,4.282562337352e-01,7.401756595288e-02
"                 310",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.447081179394e+01,-8.991609903230e+00,-1.142065913538e+01,2.421802193858e+01,-8.562533422036e+00,-1.134824480017e+01,-2.527898553650e-01,4.290764811939e-01,7.241433521230e-02
"                 311",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.496968146868e+01,-9.061079841990e+00,-1.176227062004e+01,2.471712683753e+01,-8.632026352246e+00,-1.169010712756e+01,-2.525546311577e-01,4.290534897434e-01,7.216349248768e-02
"                 312",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.543636547821e+01,-9.087081835539e+00,-1.206071013724e+01,2.518455969354e+01,-8.658092377529e+00,-1.199003822904e+01,-2.518057846757e-01,4.289894580103e-01,7.067190820578e-02
"                 313",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.583686601871e+01,-9.069525650553e+00,-1.230111742064e+01,2.558536996267e+01,-8.640430951400e+00,-1.223078897739e+01,-2.514960560351e-01,4.290946991531e-01,7.032844324943e-02
"                 314",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.614473807132e+01,-9.001911961466e+00,-1.246044882660e+01,2.589360801702e+01,-8.572983145629e+00,-1.239054607297e+01,-2.511300542962e-01,4.289288158371e-01,6.990275363207e-02
"                 315",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.636236310968e+01,-8.887600202877e+00,-1.253518086309e+01,2.611192761740e+01,-8.458257064309e+00,-1.246635492330e+01,-2.504354922880e-01,4.293431385675e-01,6.882593979378e-02
"                 316",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.647103119020e+01,-8.729378046546e+00,-1.252334809740e+01,2.622064502690e+01,-8.300140063797e+00,-1.245422278756e+01,-2.503861633039e-01,4.292379827493e-01,6.912530983672e-02
"                 317",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.647647450832e+01,-8.548262247076e+00,-1.245185037737e+01,2.622592996246e+01,-8.120055635899e+00,-1.238132975292e+01,-2.505445458609e-01,4.282066111762e-01,7.052062444687e-02
"                 318",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.638860148620e+01,-8.347030832108e+00,-1.232928868688e+01,2.613860687961e+01,-7.918824649107e+00,-1.225807914014e+01,-2.499946065892e-01,4.282061830004e-01,7.120954673841e-02
"                 319",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.624877876661e+01,-8.140076261875e+00,-1.216741697532e+01,2.600000489635e+01,-7.709281061276e+00,-1.209798372487e+01,-2.487738702535e-01,4.307952005988e-01,6.943325044996e-02
"                 320",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.609141073645e+01,-7.947458118192e+00,-1.199882741383e+01,2.584350132035e+01,-7.516187844389e+00,-1.192883519799e+01,-2.479094161045e-01,4.312702738037e-01,6.999221584305e-02
"                 321",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.598769632463e+01,-7.793510860047e+00,-1.187551202300e+01,2.574084187886e+01,-7.361400961880e+00,-1.180445267589e+01,-2.468544457705e-01,4.321098981674e-01,7.105934711728e-02
"                 322",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.598833872274e+01,-7.685259003967e+00,-1.181845619075e+01,2.574397581753e+01,-7.251429112010e+00,-1.174669508722e+01,-2.443629052186e-01,4.338298919574e-01,7.176110353714e-02
"                 323",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.607835546819e+01,-7.626947305484e+00,-1.181932658983e+01,2.583586140105e+01,-7.193302674323e+00,-1.174444621776e+01,-2.424940671402e-01,4.336446311605e-01,7.488037207666e-02
"                 324",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.621908877218e+01,-7.605950245391e+00,-1.184498210376e+01,2.598071692044e+01,-7.169173232858e+00,-1.177114470693e+01,-2.383718517400e-01,4.367770125323e-01,7.383739683813e-02
"                 325",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.640737943752e+01,-7.622796771544e+00,-1.187718433147e+01,2.617373149762e+01,-7.183961534439e+00,-1.180362554221e+01,-2.336479398965e-01,4.388352371049e-01,7.355878926673e-02
"                 326",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.670730297079e+01,-7.666139334840e+00,-1.191379448765e+01,2.647938122281e+01,-7.224968381890e+00,-1.183997247573e+01,-2.279217479832e-01,4.411709529500e-01,7.382201192100e-02
"                 327",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.716378582119e+01,-7.729647245512e+00,-1.196704455410e+01,2.694197925490e+01,-7.287217070304e+00,-1.189271827627e+01,-2.218065662959e-01,4.424301752079e-01,7.432627783205e-02
"                 328",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.779569332149e+01,-7.814904023218e+00,-1.205416046672e+01,2.758063388608e+01,-7.371590632126e+00,-1.197968148191e+01,-2.150594354087e-01,4.433133910916e-01,7.447898481276e-02
"                 329",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.853999662930e+01,-7.912089955742e+00,-1.214305897263e+01,2.833256981363e+01,-7.467837292455e+00,-1.206902400178e+01,-2.074268156703e-01,4.442526632869e-01,7.403497085111e-02
"                 330",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.931766195717e+01,-8.002536494407e+00,-1.220008063945e+01,2.911769647119e+01,-7.558566615279e+00,-1.212589228389e+01,-1.999654859847e-01,4.439698791275e-01,7.418835556180e-02
"                 331",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.007869035205e+01,-8.073608150142e+00,-1.222125555495e+01,2.988598267057e+01,-7.630811232860e+00,-1.214709174940e+01,-1.927076814737e-01,4.427969172827e-01,7.416380554590e-02
"                 332",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.077955559323e+01,-8.116275391657e+00,-1.222393459840e+01,3.059411451161e+01,-7.676438276845e+00,-1.214697677143e+01,-1.854410816221e-01,4.398371148120e-01,7.695782696398e-02
"                 333",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.137449175514e+01,-8.146836577811e+00,-1.220376321671e+01,3.119666444476e+01,-7.707882254350e+00,-1.212873421071e+01,-1.778273103823e-01,4.389543234619e-01,7.502900599995e-02
"                 334",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.184354187311e+01,-8.169102869125e+00,-1.216648907756e+01,3.167239654796e+01,-7.732040802764e+00,-1.209187928086e+01,-1.711453251451e-01,4.370620663605e-01,7.460979670079e-02
"                 335",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.218284302875e+01,-8.190806421240e+00,-1.213046871694e+01,3.201717637540e+01,-7.755645472123e+00,-1.205515979598e+01,-1.656666533440e-01,4.351609491173e-01,7.530892095082e-02
"                 336",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.240553523406e+01,-8.198107759589e+00,-1.209636421353e+01,3.224448307686e+01,-7.764471845471e+00,-1.202082094310e+01,-1.610521571997e-01,4.336359141180e-01,7.554327043728e-02
"                 337",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.252684407982e+01,-8.184352831834e+00,-1.204765757864e+01,3.236927500489e+01,-7.752204352544e+00,-1.197146423270e+01,-1.575690749322e-01,4.321484792901e-01,7.619334593780e-02
"                 338",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.255848277108e+01,-8.150777891349e+00,-1.195310241189e+01,3.240313249835e+01,-7.720208123299e+00,-1.187629357488e+01,-1.553502727320e-01,4.305697680493e-01,7.680883701648e-02
"                 339",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.250893892581e+01,-8.123021074898e+00,-1.184612827255e+01,3.235500682578e+01,-7.693868862204e+00,-1.176891738845e+01,-1.539321000291e-01,4.291522126935e-01,7.721088409987e-02
"                 340",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.240566157918e+01,-8.109373331007e+00,-1.175544150989e+01,3.225120641093e+01,-7.682247968399e+00,-1.167755611791e+01,-1.544551682438e-01,4.271253626083e-01,7.788539198519e-02
"                 341",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.225444196940e+01,-8.117727361357e+00,-1.169701785880e+01,3.209888252469e+01,-7.693647211732e+00,-1.161624645148e+01,-1.555594447120e-01,4.240801496245e-01,8.077140731949e-02
"                 342",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.203548711864e+01,-8.134168446106e+00,-1.164947089553e+01,3.187913456871e+01,-7.709795450753e+00,-1.157010512253e+01,-1.563525499247e-01,4.243729953532e-01,7.936577299990e-02
"                 343",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.169783898161e+01,-8.136248713010e+00,-1.154522768967e+01,3.153928950859e+01,-7.713072891011e+00,-1.146524014349e+01,-1.585494730180e-01,4.231758219989e-01,7.998754618156e-02
"                 344",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.122420997950e+01,-8.120373003440e+00,-1.135460190424e+01,3.106227149468e+01,-7.699125245114e+00,-1.127268609111e+01,-1.619384848219e-01,4.212477583262e-01,8.191581313256e-02
"                 345",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.063609257398e+01,-8.106291117081e+00,-1.109355375767e+01,3.047053684911e+01,-7.686725880899e+00,-1.100984643409e+01,-1.655557248692e-01,4.195652361820e-01,8.370732357322e-02
"                 346",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.995675567942e+01,-8.091615255502e+00,-1.076943387732e+01,2.978713457773e+01,-7.672140481369e+00,-1.068481906983e+01,-1.696211016911e-01,4.194747741332e-01,8.461480749016e-02
