Time (s),POROUS_MOMENT_X,POROUS_MOMENT_Y,POROUS_MOMENT_Z,PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                  16",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.394974443269e+01,-5.393677292552e+00,-1.256899945581e+01,6.392738481766e+01,-5.099434169094e+00,-1.248029515545e+01,-2.235961502635e-02,2.942431234586e-01,8.870430036046e-02
"                  17",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.929244786075e+01,-4.879110904789e+00,-1.243084734741e+01,5.928968294765e+01,-4.577338665056e+00,-1.235907891021e+01,-2.764913095084e-03,3.017722397334e-01,7.176843719753e-02
"                  18",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.978060205746e+01,-4.662103455617e+00,-1.257978989117e+01,5.978363810331e+01,-4.369010949292e+00,-1.248739389402e+01,3.036045850681e-03,2.930925063244e-01,9.239599714891e-02
"                  19",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.180884927637e+01,-4.840995896887e+00,-1.310329333749e+01,6.180152153627e+01,-4.548548372449e+00,-1.301673987220e+01,-7.327740093536e-03,2.924475244382e-01,8.655346528746e-02
"                  20",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.209871553193e+01,-5.197235427356e+00,-1.387969723490e+01,6.209632432875e+01,-4.927561190719e+00,-1.379526043650e+01,-2.391203172668e-03,2.696742366365e-01,8.443679840062e-02
"                  21",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.008978682701e+01,-5.469442658552e+00,-1.466150068012e+01,6.007371087064e+01,-5.227638641283e+00,-1.457930249559e+01,-1.607595636600e-02,2.418040172693e-01,8.219818453088e-02
"                  22",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.762681065537e+01,-5.538435004876e+00,-1.537472554639e+01,5.762716877484e+01,-5.290975938568e+00,-1.530170563789e+01,3.581194695089e-04,2.474590663084e-01,7.301990850891e-02
"                  23",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.648184563890e+01,-5.539721571050e+00,-1.609148945475e+01,5.648317905970e+01,-5.299367690906e+00,-1.602987893116e+01,1.333420799571e-03,2.403538801449e-01,6.161052359241e-02
"                  24",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.691226468864e+01,-5.585719667927e+00,-1.684296511920e+01,5.691898888035e+01,-5.357471050294e+00,-1.678001054436e+01,6.724191707093e-03,2.282486176328e-01,6.295457484481e-02
"                  25",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.796026231138e+01,-5.681837712313e+00,-1.747605073054e+01,5.796893127180e+01,-5.468533036305e+00,-1.741093978137e+01,8.668960421607e-03,2.133046760075e-01,6.511094916694e-02
"                  26",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.882448615947e+01,-5.790293926449e+00,-1.800138926267e+01,5.883110841943e+01,-5.583120221692e+00,-1.793397858936e+01,6.622259959930e-03,2.071737047570e-01,6.741067330644e-02
"                  27",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.906860932688e+01,-5.899113474471e+00,-1.839943704613e+01,5.907618405710e+01,-5.701501206356e+00,-1.832641280369e+01,7.574730224751e-03,1.976122681155e-01,7.302424243923e-02
"                  28",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.919484443334e+01,-5.998133963332e+00,-1.869204730503e+01,5.920775492007e+01,-5.804073841116e+00,-1.861794596902e+01,1.291048673641e-02,1.940601222165e-01,7.410133601170e-02
"                  29",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.963842580696e+01,-6.148988330835e+00,-1.888954638996e+01,5.965300122592e+01,-5.964940014718e+00,-1.881778096332e+01,1.457541896363e-02,1.840483161171e-01,7.176542664094e-02
"                  30",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.051939175915e+01,-6.335049442778e+00,-1.896788500677e+01,6.053368974624e+01,-6.147927408611e+00,-1.889944481733e+01,1.429798709191e-02,1.871220341670e-01,6.844018943989e-02
"                  31",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.157449804561e+01,-6.555274136859e+00,-1.894741033414e+01,6.158526985246e+01,-6.375436507087e+00,-1.887724567680e+01,1.077180685435e-02,1.798376297717e-01,7.016465734175e-02
"                  32",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.261113087306e+01,-6.825942756288e+00,-1.882499217832e+01,6.262439446667e+01,-6.651257636805e+00,-1.875414418962e+01,1.326359360984e-02,1.746851194833e-01,7.084798869191e-02
"                  33",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.350115160162e+01,-7.144656044177e+00,-1.862672222325e+01,6.351350288077e+01,-6.986422653521e+00,-1.856110649799e+01,1.235127915481e-02,1.582333906562e-01,6.561572526174e-02
"                  34",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.416719269260e+01,-7.491656996510e+00,-1.837739898113e+01,6.417336066999e+01,-7.347350475585e+00,-1.831007820511e+01,6.167977391923e-03,1.443065209249e-01,6.732077602133e-02
"                  35",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.449064180916e+01,-7.872134166575e+00,-1.808980569986e+01,6.449649328655e+01,-7.740015349441e+00,-1.802239770666e+01,5.851477393023e-03,1.321188171338e-01,6.740799319527e-02
"                  36",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.452104219438e+01,-8.292982375296e+00,-1.781415076594e+01,6.452731079916e+01,-8.171201844214e+00,-1.774767133307e+01,6.268604780224e-03,1.217805310820e-01,6.647943286899e-02
"                  37",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.442679806938e+01,-8.793340553798e+00,-1.756978481029e+01,6.442494711471e+01,-8.677675776122e+00,-1.750311091637e+01,-1.850954667930e-03,1.156647776765e-01,6.667389392059e-02
"                  38",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.423297850755e+01,-9.325464864075e+00,-1.738703770388e+01,6.422714419395e+01,-9.200066660239e+00,-1.732550589858e+01,-5.834313595968e-03,1.253982038362e-01,6.153180529493e-02
"                  39",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.390727678030e+01,-9.864662261504e+00,-1.731972393768e+01,6.390306955192e+01,-9.745479074369e+00,-1.725544448434e+01,-4.207228379768e-03,1.191831871347e-01,6.427945334682e-02
"                  40",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.341785041271e+01,-1.032448769001e+01,-1.725058124906e+01,6.341478284016e+01,-1.020974973748e+01,-1.717976900572e+01,-3.067572549834e-03,1.147379525286e-01,7.081224334044e-02
"                  41",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.284069976009e+01,-1.075673296431e+01,-1.715615147241e+01,6.282916678057e+01,-1.065363413342e+01,-1.708179904944e+01,-1.153297951243e-02,1.030988308886e-01,7.435242296680e-02
"                  42",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.220050243238e+01,-1.122751354965e+01,-1.704783863887e+01,6.218507820662e+01,-1.111445369160e+01,-1.698914197021e+01,-1.542422575615e-02,1.130598580454e-01,5.869666866499e-02
"                  43",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.151236393658e+01,-1.170744392945e+01,-1.691247831609e+01,6.149324405035e+01,-1.159504677132e+01,-1.685421512118e+01,-1.911988622764e-02,1.123971581365e-01,5.826319490465e-02
"                  44",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.053031645827e+01,-1.216726500665e+01,-1.676195515276e+01,6.050642882303e+01,-1.205923998211e+01,-1.669799832004e+01,-2.388763524117e-02,1.080250245401e-01,6.395683271912e-02
"                  45",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.928222371483e+01,-1.254258819381e+01,-1.657135582881e+01,5.924360802580e+01,-1.244363787280e+01,-1.650835662054e+01,-3.861568902971e-02,9.895032100834e-02,6.299920827493e-02
"                  46",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.789406137634e+01,-1.286154236850e+01,-1.640884873526e+01,5.785236978243e+01,-1.276137124310e+01,-1.634509537020e+01,-4.169159391596e-02,1.001711253967e-01,6.375336505618e-02
"                  47",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.645063998139e+01,-1.317624437130e+01,-1.631569004273e+01,5.640829820732e+01,-1.307069021150e+01,-1.625141174109e+01,-4.234177407674e-02,1.055541597994e-01,6.427830164120e-02
"                  48",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.489942142381e+01,-1.355261772295e+01,-1.626557751422e+01,5.484841303136e+01,-1.344716682873e+01,-1.620218846992e+01,-5.100839244663e-02,1.054508942285e-01,6.338904430412e-02
"                  49",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.316031413597e+01,-1.392296650430e+01,-1.620763206857e+01,5.310283865280e+01,-1.382587729248e+01,-1.614673834122e+01,-5.747548316404e-02,9.708921181721e-02,6.089372734690e-02
"                  50",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.135071687827e+01,-1.419490240921e+01,-1.613153327221e+01,5.128905265865e+01,-1.409530153337e+01,-1.606437143352e+01,-6.166421962130e-02,9.960087584188e-02,6.716183869201e-02
"                  51",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.949642392433e+01,-1.437445119945e+01,-1.604952355074e+01,4.942690886426e+01,-1.427588787443e+01,-1.598174642865e+01,-6.951506006376e-02,9.856332502181e-02,6.777712208338e-02
"                  52",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.764498880166e+01,-1.446969036607e+01,-1.597080006050e+01,4.756462609787e+01,-1.437777155231e+01,-1.589581300656e+01,-8.036270378605e-02,9.191881375736e-02,7.498705393935e-02
"                  53",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.585682984624e+01,-1.447822236970e+01,-1.586113699530e+01,4.577637212893e+01,-1.438242163575e+01,-1.578839123589e+01,-8.045771731010e-02,9.580073395896e-02,7.274575940857e-02
"                  54",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.418693016068e+01,-1.442785790317e+01,-1.575871496837e+01,4.410042320486e+01,-1.433562419218e+01,-1.567964209835e+01,-8.650695582609e-02,9.223371098658e-02,7.907287002144e-02
"                  55",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.261712045681e+01,-1.435581628660e+01,-1.567844764935e+01,4.253066660565e+01,-1.426223145579e+01,-1.560578289670e+01,-8.645385116294e-02,9.358483081205e-02,7.266475265062e-02
"                  56",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.110101343610e+01,-1.430999113703e+01,-1.567969141010e+01,4.100954325842e+01,-1.422261492693e+01,-1.560218353247e+01,-9.147017767716e-02,8.737621009866e-02,7.750787763098e-02
"                  57",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.971520572269e+01,-1.428919848352e+01,-1.574698295067e+01,3.962053189182e+01,-1.419711784075e+01,-1.567429082059e+01,-9.467383086815e-02,9.208064277454e-02,7.269213008786e-02
"                  58",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.843768533659e+01,-1.427711595143e+01,-1.582748131176e+01,3.833950226500e+01,-1.418461592188e+01,-1.575869292951e+01,-9.818307158991e-02,9.250002955027e-02,6.878838225189e-02
"                  59",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.724109036198e+01,-1.423492831658e+01,-1.585741605689e+01,3.714714389788e+01,-1.414204140880e+01,-1.578317700152e+01,-9.394646410698e-02,9.288690778458e-02,7.423905537174e-02
"                  60",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.621189573087e+01,-1.413863741536e+01,-1.584562907838e+01,3.610453207678e+01,-1.405488577197e+01,-1.576694170169e+01,-1.073636540848e-01,8.375164338991e-02,7.868737669473e-02
"                  61",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.543195881005e+01,-1.401268151944e+01,-1.580677538814e+01,3.532744657333e+01,-1.392368173105e+01,-1.573173264185e+01,-1.045122367175e-01,8.899978838784e-02,7.504274629092e-02
"                  62",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.503002976097e+01,-1.392758770834e+01,-1.583935920091e+01,3.491549907428e+01,-1.384548685283e+01,-1.575892273735e+01,-1.145306866980e-01,8.210085551536e-02,8.043646355601e-02
"                  63",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.499500576781e+01,-1.398043349602e+01,-1.606218987014e+01,3.488451823603e+01,-1.389592020385e+01,-1.598501160923e+01,-1.104875317821e-01,8.451329217662e-02,7.717826090564e-02
"                  64",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.531306499251e+01,-1.412313328188e+01,-1.643056253166e+01,3.520595697011e+01,-1.403753711516e+01,-1.635484780659e+01,-1.071080224032e-01,8.559616672048e-02,7.571472507259e-02
"                  65",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.591982046137e+01,-1.426027470626e+01,-1.687223264815e+01,3.581788569607e+01,-1.417503047146e+01,-1.679243680462e+01,-1.019347653014e-01,8.524423480238e-02,7.979584353308e-02
"                  66",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.670007215824e+01,-1.436703648443e+01,-1.735416068596e+01,3.660112118994e+01,-1.427261780264e+01,-1.728725129023e+01,-9.895096829860e-02,9.441868179397e-02,6.690939573014e-02
"                  67",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.758025588559e+01,-1.443492494118e+01,-1.781664190587e+01,3.748602380791e+01,-1.433588550262e+01,-1.775725788760e+01,-9.423207768569e-02,9.903943856240e-02,5.938401827390e-02
"                  68",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.847261472150e+01,-1.446701566173e+01,-1.823531015867e+01,3.837849993289e+01,-1.436662564506e+01,-1.817644524837e+01,-9.411478860748e-02,1.003900166696e-01,5.886491029948e-02
"                  69",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.938575085877e+01,-1.445317891530e+01,-1.860767313887e+01,3.928586024495e+01,-1.435229647115e+01,-1.854756175808e+01,-9.989061381821e-02,1.008824441518e-01,6.011138079280e-02
"                  70",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.042828803252e+01,-1.438117283253e+01,-1.894769894564e+01,4.032972971179e+01,-1.428030670211e+01,-1.888079531929e+01,-9.855832072859e-02,1.008661304129e-01,6.690362634591e-02
"                  71",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.161170756623e+01,-1.420372577948e+01,-1.925040690955e+01,4.152011745739e+01,-1.409411708071e+01,-1.918599809156e+01,-9.159010884135e-02,1.096086987644e-01,6.440881799248e-02
"                  72",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.286618924748e+01,-1.388404682922e+01,-1.943800770594e+01,4.277704311420e+01,-1.378296394055e+01,-1.936660622201e+01,-8.914613328010e-02,1.010828886719e-01,7.140148392875e-02
"                  73",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.415143558505e+01,-1.343689266768e+01,-1.947158552671e+01,4.405861952925e+01,-1.332898147383e+01,-1.940949857136e+01,-9.281605579614e-02,1.079111938522e-01,6.208695534649e-02
"                  74",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.537363199338e+01,-1.290781014019e+01,-1.937874345278e+01,4.528299389193e+01,-1.279816496755e+01,-1.931385764370e+01,-9.063810144654e-02,1.096451726432e-01,6.488580908860e-02
"                  75",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.636996822809e+01,-1.233214726015e+01,-1.915667521696e+01,4.628102035348e+01,-1.221599620706e+01,-1.909988192686e+01,-8.894787460865e-02,1.161510530856e-01,5.679329010101e-02
"                  76",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.695679592281e+01,-1.183472223621e+01,-1.888550591148e+01,4.687190215691e+01,-1.171501670594e+01,-1.882466199067e+01,-8.489376590086e-02,1.197055302673e-01,6.084392081460e-02
"                  77",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.704527014091e+01,-1.150125062599e+01,-1.863066276009e+01,4.695112622402e+01,-1.138899726261e+01,-1.856906404661e+01,-9.414391688585e-02,1.122533633840e-01,6.159871347806e-02
"                  78",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.668149653723e+01,-1.133995456877e+01,-1.844210705668e+01,4.657880248047e+01,-1.122976690635e+01,-1.837046207100e+01,-1.026940567579e-01,1.101876624154e-01,7.164498567836e-02
"                  79",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.602177061273e+01,-1.128976327133e+01,-1.825400614653e+01,4.592727211598e+01,-1.117287650667e+01,-1.818860020815e+01,-9.449849675346e-02,1.168867646616e-01,6.540593838165e-02
"                  80",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.530184304281e+01,-1.132334146691e+01,-1.803874279299e+01,4.520766314712e+01,-1.120458589780e+01,-1.797713006158e+01,-9.417989568538e-02,1.187555691081e-01,6.161273141242e-02
"                  81",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.475608978408e+01,-1.140742364499e+01,-1.776554100963e+01,4.466793451945e+01,-1.128658841267e+01,-1.770058786467e+01,-8.815526463048e-02,1.208352323243e-01,6.495314495951e-02
"                  82",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.442692466805e+01,-1.154927278078e+01,-1.750060971293e+01,4.433601958726e+01,-1.143010002251e+01,-1.743963264243e+01,-9.090508079378e-02,1.191727582676e-01,6.097707049113e-02
"                  83",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.430671315460e+01,-1.179398650965e+01,-1.737446675576e+01,4.421747687718e+01,-1.167551307563e+01,-1.730758993612e+01,-8.923627742484e-02,1.184734340159e-01,6.687681963589e-02
"                  84",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.431186482596e+01,-1.213076613873e+01,-1.743893719129e+01,4.422719001463e+01,-1.201095349330e+01,-1.737432937946e+01,-8.467481133524e-02,1.198126454330e-01,6.460781182489e-02
"                  85",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.440921518398e+01,-1.247499068382e+01,-1.758835587173e+01,4.431977198019e+01,-1.236095641839e+01,-1.751292135839e+01,-8.944320379875e-02,1.140342654234e-01,7.543451334865e-02
"                  86",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.463989709716e+01,-1.274140401323e+01,-1.772525715150e+01,4.455906067667e+01,-1.261951602643e+01,-1.765582276632e+01,-8.083642048552e-02,1.218879867975e-01,6.943438517931e-02
"                  87",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.488898608190e+01,-1.292572209432e+01,-1.777905536857e+01,4.480859995794e+01,-1.280367510754e+01,-1.771207762102e+01,-8.038612396153e-02,1.220469867813e-01,6.697774755253e-02
"                  88",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.509320587419e+01,-1.305045957199e+01,-1.777022258501e+01,4.501840658880e+01,-1.292659082485e+01,-1.770078989016e+01,-7.479928538743e-02,1.238687471424e-01,6.943269484932e-02
"                  89",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.515784686510e+01,-1.315361729200e+01,-1.772585960002e+01,4.508498448783e+01,-1.302767807511e+01,-1.765708870700e+01,-7.286237727202e-02,1.259392168887e-01,6.877089302790e-02
"                  90",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.514900399974e+01,-1.322476983946e+01,-1.763670212811e+01,4.507569274738e+01,-1.309766675453e+01,-1.757076165449e+01,-7.331125235642e-02,1.271030849266e-01,6.594047361692e-02
"                  91",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.513334476789e+01,-1.328586772620e+01,-1.751891184143e+01,4.506173838851e+01,-1.316069884337e+01,-1.744696307926e+01,-7.160637938132e-02,1.251688828234e-01,7.194876216348e-02
"                  92",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.508255459748e+01,-1.335254299545e+01,-1.739670251939e+01,4.500890453121e+01,-1.322511611366e+01,-1.732843929959e+01,-7.365006626551e-02,1.274268817874e-01,6.826321980855e-02
"                  93",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.491907697966e+01,-1.336053299177e+01,-1.720583239913e+01,4.484881447975e+01,-1.323159617579e+01,-1.713857599707e+01,-7.026249991034e-02,1.289368159830e-01,6.725640205922e-02
"                  94",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.457365083810e+01,-1.331138271143e+01,-1.690878048507e+01,4.450420600455e+01,-1.318144600298e+01,-1.683808540807e+01,-6.944483355135e-02,1.299367084508e-01,7.069507699349e-02
"                  95",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.407098672159e+01,-1.324448762760e+01,-1.650384002254e+01,4.399993925615e+01,-1.311394265279e+01,-1.643996456784e+01,-7.104746544040e-02,1.305449748084e-01,6.387545470033e-02
"                  96",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.348050977842e+01,-1.317416686032e+01,-1.603671782123e+01,4.341484490286e+01,-1.304476625045e+01,-1.596567514276e+01,-6.566487556689e-02,1.294006098675e-01,7.104267846098e-02
"                  97",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.292349924834e+01,-1.309967170939e+01,-1.556940027966e+01,4.285710105710e+01,-1.296421566388e+01,-1.550942994054e+01,-6.639819124013e-02,1.354560455160e-01,5.997033912270e-02
"                  98",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.244487757301e+01,-1.299585831014e+01,-1.510446622426e+01,4.237442512128e+01,-1.286196867626e+01,-1.504268305034e+01,-7.045245172269e-02,1.338896338814e-01,6.178317392281e-02
"                  99",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200295260992e+01,-1.291812993431e+01,-1.469039596361e+01,4.193018974839e+01,-1.278820289951e+01,-1.462144057632e+01,-7.276286152614e-02,1.299270348063e-01,6.895538728849e-02
"                 100",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.157965876852e+01,-1.289828653922e+01,-1.438619225729e+01,4.149906842690e+01,-1.276700693446e+01,-1.431785976472e+01,-8.059034162308e-02,1.312796047565e-01,6.833249257348e-02
"                 101",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.114467073821e+01,-1.288088034272e+01,-1.409116590138e+01,4.105998893091e+01,-1.274673790698e+01,-1.402514249653e+01,-8.468180730148e-02,1.341424357420e-01,6.602340485821e-02
"                 102",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.063782958012e+01,-1.285619373618e+01,-1.372284830263e+01,4.056210624018e+01,-1.271593515750e+01,-1.366439400812e+01,-7.572333994796e-02,1.402585786820e-01,5.845429450443e-02
"                 103",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.005086951899e+01,-1.280178289520e+01,-1.319802218362e+01,3.997496736149e+01,-1.266430832175e+01,-1.313737347743e+01,-7.590215749732e-02,1.374745734574e-01,6.064870619483e-02
"                 104",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.938644994769e+01,-1.284532162453e+01,-1.265362102355e+01,3.930869243955e+01,-1.269966909837e+01,-1.259780421864e+01,-7.775750813949e-02,1.456525261672e-01,5.581680491347e-02
"                 105",0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.879930683781e+01,-1.299394558892e+01,-1.220579787585e+01,3.872216457945e+01,-1.284422596119e+01,-1.215353694127e+01,-7.714225836247e-02,1.497196277258e-01,5.226093458549e-02
